collection_no,collection_name,lng,lat,mid_ma,formation,n_occurrences,n_genera,n_herbivore,n_predator
18655,Red Hill,-95.699997,30.299999,14.4,Fleming,4,1,3,1
18656,Shamrock,-93.099998,31.1,14.4,Fleming,1,1,1,0
18657,August Sherris Pasture,-96.900002,29.799999,14.4,Fleming,1,1,1,0
18658,Sommer's Pit,-95.699997,30.299999,14.186499999999999,,4,3,4,0
18659,Stonehenge Site,-93.099998,31.1,14.4,Fleming,10,8,7,2
18660,Swartaut,-94.699997,30.700001,14.4,Fleming,3,3,3,0
18661,Swiss Alp,-96.900002,29.799999,14.4,,3,3,3,0
18662,TAM 71,-95.0,30.5,14.186499999999999,,1,1,1,0
18663,Toledo Bend,-93.400002,31.0,21.744999999999997,Fleming,26,19,22,3
18664,Town Bluff,-94.300003,30.799999,14.4,Fleming,4,3,3,0
18665,Trinity River Pit 1,-95.0,30.5,14.4,Fleming,30,25,26,4
18666,TVOR Site,-93.099998,31.1,14.4,Fleming,11,9,7,1
18667,TVOR North,-93.099998,31.1,14.4,Fleming,1,1,0,0
18668,TVOR North Creek,-93.099998,31.1,14.4,Fleming,1,1,0,0
18669,TVOR South,-93.099998,31.1,14.4,Fleming,1,0,0,1
18670,TVOR Southeast,-93.099998,31.1,14.4,Fleming,1,1,0,0
18671,"Wanza Farm, San Jacinto County site 5",-95.225403,30.7101,14.186499999999999,,4,3,4,0
18672,Water Run,-96.099998,30.1,14.186499999999999,,1,1,1,0
18673,West Doucette,-94.300003,30.799999,14.4,Fleming,3,2,3,0
18674,Woodville,-94.300003,30.799999,14.4,Fleming,4,4,4,0
18675,Wright Farm,-94.699997,30.700001,14.4,Fleming,2,2,2,0
18676,TMM 30009 (Woodville Southwest),-94.300003,30.799999,14.4,,1,1,1,0
18677,TMM 30904,-98.099998,28.299999,14.186499999999999,,2,1,2,0
18678,TMM 31039,-98.099998,28.299999,14.186499999999999,,1,1,1,0
18679,TMM 31048 (Garvin Gully),-96.099998,30.1,14.186499999999999,,1,1,1,0
18680,TMM 31085,-96.099998,30.1,14.186499999999999,Oakville,6,3,6,0
18681,TMM 31158,-96.099998,30.1,14.186499999999999,Oakville,1,0,0,0
18682,TMM 31162,-96.099998,30.1,14.4,Oakville,3,3,3,0
18683,"TMM 31204, John Dye Farm",-97.394997,28.701099,8.6,Goliad,1,1,1,0
18684,TMM 31245,-96.900002,29.799999,14.4,,2,1,2,0
18685,TMM 31259,-96.900002,29.799999,14.186499999999999,,1,1,1,0
18686,TMM 31262,-97.300003,29.200001,14.4,,1,1,1,0
18687,TMM 31263,-98.099998,28.299999,14.186499999999999,,5,5,5,0
18688,TMM 31273,-97.0,29.4,15.5,,1,1,1,0
18689,TMM 31390,-97.699997,28.6,14.186499999999999,,2,2,2,0
18690,"TMM 40071, 1.5 mi. N of Hwy 244",-96.099998,30.1,17.4,,1,1,1,0
18691,"TMM 40081, GC & SF Railway milepost 128c N of Brenham",-96.099998,30.1,15.5,,1,1,1,0
18692,"TMM 40104, below Hidalgo Church",-96.099998,30.1,17.4,,1,1,1,0
18693,TMM 40105,-96.099998,30.1,14.186499999999999,,1,1,1,0
18694,TMM 40106,-95.699997,30.299999,17.4,,4,4,4,0
18695,"TMM 40122, Rd. cut 1.5 mi. E of Brenham",-96.099998,30.1,15.5,,1,1,1,0
18696,TMM 40127,-96.099998,30.1,14.4,Fleming,1,1,1,0
18697,TMM 40189,-96.099998,30.1,14.4,,1,1,1,0
18698,TMM 40217,-95.699997,30.299999,14.186499999999999,,1,1,1,0
18699,TMM 40223,-96.099998,30.1,17.4,Oakville,2,2,2,0
18700,TMM 40224,-95.0,30.5,14.4,Fleming,1,1,1,0
18701,TMM 40262,-97.199997,29.4,14.186499999999999,,1,1,1,0
18702,TMM 40269,-95.0,30.5,14.186499999999999,,1,1,0,1
18703,TMM 40282,-95.699997,30.299999,10.95,,2,2,2,0
18704,TMM 40393,-97.199997,29.4,15.5,,1,1,1,0
18705,TMM 40418,-96.099998,30.1,14.4,,3,2,2,1
18706,TMM 40453,-95.0,30.5,14.4,,1,1,1,0
18707,TMM 40643,-95.699997,30.299999,14.186499999999999,,1,1,1,0
18708,TMM 40674,-96.099998,30.1,14.4,,1,0,1,0
18709,TMM 41040,-97.0,29.4,14.186499999999999,,1,1,1,0
18710,TMM 40142,-95.699997,30.299999,14.186499999999999,Oakville,1,1,1,0
18711,TMM 41662,-95.900002,30.200001,17.4,Oakville,1,1,1,0
18712,TMM 42312,-94.0,30.700001,14.186499999999999,,1,0,1,0
18713,Arroyo Tepalcates,-100.699997,21.0,7.050000000000001,Rancho Viejo Beds,15,15,10,5
18714,Basuchil,-107.300003,28.5,14.186499999999999,,7,4,5,2
18715,Belen del Refugio,-102.400002,21.5,7.050000000000001,,1,1,0,1
18716,Carboneras River,-88.900002,15.6,8.4815,Herreria,3,2,3,0
18717,Cinqua,-93.900002,17.9,7.050000000000001,,2,1,2,0
18718,Coecillos,-100.800003,21.0,7.050000000000001,,25,20,21,4
18719,Colotlan,-103.300003,22.1,7.050000000000001,,1,1,1,0
18720,Corinto,-88.099998,13.9,8.4815,,5,4,4,1
18721,Cuicatlan,-97.0,17.799999,13.805,,3,0,3,0
18722,El Camarón,-96.033333,16.549999,14.4,El Camarón,11,8,9,2
18723,El Carrizal,-88.638649,14.66823,14.186499999999999,Gracias,2,2,2,0
18724,El Gramal,-96.050003,16.616667,14.4,El Camarón,4,2,4,0
18725,Gaillard Cut,-79.699997,9.1,17.4,Cucaracha,12,9,9,3
18726,Ixtapa,-92.900002,16.799999,14.186499999999999,,2,2,2,0
18727,La Mancornada,-96.0,16.6,14.186499999999999,,5,3,4,1
18728,La Mision,-116.800003,32.099998,13.805,Rosarito Beach,1,1,1,0
18729,Landa de Matamoros,-99.300003,21.200001,7.050000000000001,,3,3,3,0
18730,La Nopalera,-99.699997,20.700001,7.050000000000001,,2,2,2,0
18732,Las Culebras,-88.5,14.6,7.050000000000001,Gracias,3,3,2,1
18733,Las Golondrinas,-99.0,20.5,7.050000000000001,,5,4,4,1
18734,Matachic,-107.800003,28.5,7.050000000000001,,7,7,6,1
18735,Matatlán,-96.375,16.916668,14.4,Matatlán,8,3,6,2
18736,New Year,-88.5,14.6,7.050000000000001,Gracias,4,4,3,1
18737,Rancho El Ocote (Basal),-100.666664,21.083332,7.050000000000001,Rancho Viejo Beds,23,18,19,4
18738,Rancho El Ocote (Medial),-100.699997,21.200001,7.050000000000001,Rancho Viejo Beds,20,14,20,0
18739,Rancho Lobo,-88.5,14.6,7.050000000000001,Gracias,7,6,6,1
18740,La Rinconada,-100.800003,21.1,7.050000000000001,Rancho Viejo Beds,20,18,14,6
18741,Rio Campuca,-88.599998,14.7,14.186499999999999,Gracias,1,1,1,0
18742,Rio Salado,-93.099998,16.700001,14.186499999999999,,1,1,1,0
18743,Saddle (Honduras),-88.5,14.6,14.186499999999999,Gracias,1,1,1,0
18744,Suchilquitongo,-96.699997,17.1,17.4,Suchilquitongo,5,2,5,0
18745,Tecolotlan (Hemphillian),-104.099998,20.200001,7.050000000000001,,13,13,9,4
18746,Tehuichila,-98.699997,20.700001,7.050000000000001,,11,9,10,1
18747,Teocaltiche (Unit A),-102.599998,21.4,7.050000000000001,,3,2,2,1
18748,Teocaltiche (Unit B),-102.599998,21.4,7.050000000000001,,1,1,1,0
18749,Teocaltiche (Unit C),-102.599998,21.4,7.050000000000001,,2,1,2,0
18750,Tepusuna Hill,-88.5,14.6,7.050000000000001,Gracias,9,8,8,1
18751,Three Miles North of Rancho Lobo,-88.5,14.6,14.186499999999999,Gracias,3,2,3,0
18752,Tubutama,-111.5,30.9,14.186499999999999,,1,1,1,0
18754,Yecora,-108.900002,28.4,14.186499999999999,,1,0,1,0
18755,Yepomera,-108.0,28.799999,7.050000000000001,,34,28,23,9
18756,Zoyatal,-102.300003,21.799999,14.186499999999999,,4,4,4,0
18757,Courtney Pit,-112.300003,51.5,7.050000000000001,,10,7,9,1
18758,Four Courners,-106.199997,49.200001,14.4,Wood Mountain,14,12,12,2
18759,Kleinfelder Farm,-105.993431,49.172428,14.4,Wood Mountain,34,31,24,3
18760,NMC,-106.199997,49.200001,14.4,Wood Mountain,2,0,2,0
18761,Quantock,-106.199997,49.200001,14.4,Wood Mountain,16,13,12,4
18762,ROM 25,-106.199997,49.200001,14.4,Wood Mountain,4,2,4,0
18763,ROM 27,-106.199997,49.200001,14.4,Wood Mountain,2,0,2,0
18764,ROM 67,-106.199997,49.200001,14.4,Wood Mountain,2,0,2,0
18765,ROM 70,-106.199997,49.200001,14.4,Wood Mountain,2,1,2,0
18766,ROM 76,-106.199997,49.200001,14.4,Wood Mountain,3,2,3,0
18767,ROM 22,-106.199997,49.200001,14.4,Wood Mountain,2,1,2,0
18768,ROM 31,-106.199997,49.200001,14.4,Wood Mountain,2,0,2,0
18769,ROM 14,-106.199997,49.200001,14.4,Wood Mountain,5,4,3,2
18770,ROM 15,-106.199997,49.200001,14.4,Wood Mountain,3,1,3,0
18771,ROM 16,-106.199997,49.200001,14.4,Wood Mountain,4,0,4,0
18772,ROM 17,-106.199997,49.200001,14.4,Wood Mountain,4,2,4,0
18773,ROM 18,-106.199997,49.200001,14.4,Wood Mountain,4,2,3,1
18774,ROM 53,-106.199997,49.200001,14.4,Wood Mountain,2,2,2,0
18775,ROM 60,-106.199997,49.200001,14.4,Wood Mountain,3,1,3,0
18776,ROM 62,-106.199997,49.200001,14.4,Wood Mountain,3,1,3,0
18777,ROM 64,-106.199997,49.200001,14.4,Wood Mountain,3,1,3,0
18778,ROM 66,-106.199997,49.200001,14.4,Wood Mountain,2,0,2,0
18779,ROM 73,-106.199997,49.200001,14.4,Wood Mountain,3,0,2,1
18780,Russell Pit,-112.300003,51.5,7.050000000000001,,2,1,2,0
18781,Sinclair (Miocene),-112.300003,51.599998,14.186499999999999,,5,2,5,0
18782,SMNH 24,-106.199997,49.200001,14.4,Wood Mountain,2,0,2,0
18783,SMNH 91,-106.199997,49.200001,14.4,Wood Mountain,3,1,3,0
18784,SMNH 93,-106.199997,49.200001,14.4,Wood Mountain,2,1,2,0
18785,SMNH 34,-106.199997,49.200001,14.4,Wood Mountain,11,9,7,3
18786,SMNH 98,-106.199997,49.200001,14.4,Wood Mountain,5,5,5,0
18787,SMNH 133,-106.199997,49.200001,14.4,Wood Mountain,2,1,2,0
18788,SMNH 134,-106.199997,49.200001,14.4,Wood Mountain,4,4,2,2
18789,SMNH 31,-106.199997,49.200001,14.4,Wood Mountain,4,3,3,1
18790,SMNH 32,-106.199997,49.200001,14.4,Wood Mountain,6,3,4,1
18791,SMNH 94,-106.199997,49.200001,14.4,Wood Mountain,2,1,2,0
18792,SMNH 96,-106.199997,49.200001,14.4,Wood Mountain,2,2,2,0
18793,SMNH 166,-106.199997,49.200001,14.4,Wood Mountain,2,1,1,1
18794,Wood Mountain,-106.199997,49.200001,14.4,Wood Mountain,11,8,8,2
18795,Wood Mountain (Loc. WM-1),-106.199997,49.200001,14.4,Wood Mountain,3,0,3,0
18796,Wood Mountain (Loc. WM-2),-106.199997,49.200001,14.4,Wood Mountain,1,0,1,0
18797,Yost Farm,-106.199997,49.200001,14.4,Wood Mountain,25,21,16,8
18798,Yost Farmyard,-106.199997,49.200001,14.4,Wood Mountain,4,2,3,1
18799,Zygolophodon Quarry,-106.199997,49.200001,14.4,Wood Mountain,7,6,6,1
18800,Aelurodon Locality,-108.199997,43.200001,14.186499999999999,,1,0,0,1
18801,Ambrose Creek (Lower),-114.199997,45.900002,10.95,,2,0,2,0
18802,Ambrose Creek (Upper),-114.199997,45.900002,8.6,,1,1,1,0
18803,Anceney,-111.294724,45.926109,14.4,Madison Valley,43,32,31,7
18804,Antelope Hills,-112.0,45.200001,14.4,Sixmile Creek,3,0,3,0
18805,Barton Creek,-112.0,45.200001,12.850000000000001,"""Madison Valley Equivalent""",2,2,2,0
18806,Bartlett Mountain (General),-118.699997,42.700001,7.050000000000001,Drewsey,16,12,13,2
18807,Bartlett Mountain (UO 2517),-118.699997,42.700001,7.050000000000001,Drewsey,21,14,18,0
18808,Basque Cabin,-117.5,43.599998,14.4,,1,1,1,0
18809,Beatty Buttes,-118.699997,42.700001,14.4,,20,14,16,2
18810,Beaver Creek (Oregon),-120.5,44.200001,14.186499999999999,Mascall,1,0,1,0
18811,Belmont Park,-112.0,45.200001,19.700000000000003,Renova,10,5,10,0
18812,Bert Creek,-113.0,46.400002,14.186499999999999,,5,4,5,0
18813,Big Creek Park,-106.300003,40.700001,14.186499999999999,? Browns Park,1,1,1,0
18814,Birch Creek (Mascall Formation),-120.199997,44.900002,14.186499999999999,Mascall,7,4,7,0
18815,Black Butte (UO 2326),-117.5,43.599998,10.95,Juntura,1,1,1,0
18816,Black Butte (UO 2332),-117.5,43.599998,10.95,Juntura,5,5,4,1
18817,Black Butte (UO 2333),-117.5,43.599998,10.95,Juntura,1,0,1,0
18818,Black Butte (UO 2334),-117.5,43.599998,10.95,Juntura,3,2,2,1
18819,Black Butte (UO 2335),-117.5,43.599998,10.95,Juntura,1,1,0,1
18820,Black Butte (UO 2337),-117.5,43.599998,10.95,Juntura,12,9,8,1
18821,Black Butte (UO 2338),-117.5,43.599998,10.95,Juntura,2,2,2,0
18822,Black Butte (UO 2340),-117.5,43.599998,10.95,Juntura,5,5,5,0
18823,Black Butte (UO 2341),-117.5,43.599998,10.95,Juntura,3,3,3,0
18824,Black Butte (UO 2343),-117.5,43.599998,10.95,Juntura,4,2,2,2
18825,Black Butte (UO 2344),-117.5,43.599998,10.95,Juntura,4,3,1,3
18826,Black Butte (UO 2348),-117.5,43.599998,10.95,Juntura,3,1,2,1
18827,Black Butte (UO 2349),-117.5,43.599998,10.95,Juntura,1,1,1,0
18828,Black Butte (UO 2352),-117.5,43.599998,10.95,Juntura,1,1,1,0
18829,Black Butte (UO 2353),-117.5,43.599998,10.95,Juntura,1,0,1,0
18830,Black Butte (UO 2448),-117.5,43.599998,10.95,Juntura,5,5,5,0
18831,Black Butte (UO 2500),-117.5,43.599998,10.95,Juntura,20,16,12,2
18832,Blair Junction,-117.5,38.0,14.186499999999999,,2,1,1,1
18833,Boardman,-119.71611,45.84,7.050000000000001,,13,5,8,5
18834,Bowden Hills,-117.5,43.599998,14.4,,2,2,0,0
18835,Brady Pocket,-118.5,39.5,10.95,Truckee,16,10,11,5
18836,Camp Creek (LACM 1286),-115.5,41.0,14.186499999999999,Raine Ranch,3,2,3,0
18837,Camp Creek (LACM 1535),-115.5,41.0,14.186499999999999,Raine Ranch,7,2,5,2
18838,Camp Creek (LACM 1537),-115.5,41.0,14.186499999999999,Raine Ranch,3,1,3,0
18839,Camp Creek (UCMP V-4951),-120.5,44.200001,14.4,Mascall,3,2,3,0
18840,Carlin,-116.099998,40.700001,14.186499999999999,,1,1,1,0
18841,Carlin High Quarry,-115.5,41.0,14.186499999999999,? Hay Ranch,2,2,1,1
18842,"W. A. Carson ranch house, Crooked River",-120.5,44.200001,14.186499999999999,,2,1,2,0
18843,CC-4,-110.5,45.799999,13.805,Hepburn's Mesa,6,2,5,0
18844,C.C.C. Camp No. 1685,-115.5,41.0,14.186499999999999,,2,1,2,0
18845,Cedar Mountain,-117.900002,38.25,10.95,Esmeralda,30,18,21,8
18846,Cedar Springs Draw,-108.099998,40.599998,8.4815,Browns Park,7,5,6,1
18847,Chalk Cliffs North,-110.5,45.799999,14.186499999999999,Hepburn's Mesa,4,0,4,0
18848,Chalk Cliffs South,-110.5,45.799999,14.4,Hepburn's Mesa,21,12,20,0
18849,Christmas Valley,-119.5,42.200001,7.050000000000001,,3,3,2,0
18850,Churchill Butte,-119.199997,39.0,7.050000000000001,"""Coal Valley""",10,2,8,2
18851,Churchill Narrows,-119.199997,39.0,14.186499999999999,"""Coal Valley""",2,0,2,0
18852,Churchill Valley (LACM 6278),-119.199997,39.0,14.186499999999999,"""Coal Valley""",4,2,3,1
18853,Churchill Valley (LACM 6279),-119.199997,39.0,14.186499999999999,"""Coal Valley""",3,2,3,0
18854,Churchill Valley (LACM 6280),-119.199997,39.0,14.186499999999999,"""Coal Valley""",2,1,2,0
18855,Churchill Valley (LACM 6281),-119.199997,39.0,14.186499999999999,"""Coal Valley""",1,1,1,0
18856,Churchill Valley (LACM 6282),-119.199997,39.0,14.186499999999999,"""Coal Valley""",2,2,2,0
18857,Coal Valley (UCMP V-3939),-118.300003,38.5,14.186499999999999,Coal Valley,4,2,4,0
18858,Coal Valley (UCMP V-4705),-118.300003,38.5,14.186499999999999,Coal Valley,4,3,4,0
18859,Coal Valley (UCMP V-4706),-118.300003,38.5,14.186499999999999,Coal Valley,2,1,2,0
18860,Coal Valley (UCMP V-4707),-118.300003,38.5,14.186499999999999,Coal Valley,1,1,1,0
18861,Coal Valley (UCMP V-4808),-118.300003,38.5,14.186499999999999,Coal Valley,4,1,3,1
18862,Coal Valley (UCMP V-4836),-118.300003,38.5,14.186499999999999,Coal Valley,3,0,3,0
18863,Coal Valley (UCMP V-5113),-118.300003,38.5,14.186499999999999,Coal Valley,2,1,2,0
18864,Confusion,-120.199997,44.900002,15.5,Mascall,4,4,2,2
18865,Corral Buttes (CIT 417),-118.699997,42.700001,14.186499999999999,,6,5,6,0
18866,Cottonwood Creek Valley,-116.099998,40.700001,15.5,Carlin,2,2,2,0
18867,Cross Mountain,-108.099998,40.599998,14.186499999999999,Browns Park,2,2,2,0
18868,Cunningham Hill,-110.800003,43.900002,14.4,Colter,18,11,16,0
18869,Deer Lodge County Gravel Pit,-113.0,46.0,14.186499999999999,,3,0,3,0
18870,Dempsey Creek Gravel Pit,-112.800003,46.400002,7.050000000000001,,4,3,4,0
18871,Derby Peak,-107.599998,39.700001,12.850000000000001,,6,2,6,0
18872,Devil's Gate (UCMP V-77154),-107.099998,43.200001,17.4,Arikaree,2,1,2,0
18873,Devil's Gate (UCMP V-77155),-107.099998,43.200001,17.4,Arikaree,7,5,6,1
18874,Douglas Mountain,-108.099998,40.599998,14.186499999999999,Browns Park,3,2,3,0
18875,Drinkwater,-118.699997,42.700001,7.050000000000001,Drewsey,3,1,2,1
18876,Eagle-Picher Mine Site,-119.5,39.700001,14.186499999999999,Desert Peak,2,0,2,0
18877,East Exposures,-115.5,41.0,14.186499999999999,,1,0,1,0
188779,Sand Below Ashfall Lagerstatte,-98.0,42.299999,10.95,Ash Hollow,45,39,31,8
18878,East of Green Knoll,-115.5,41.0,14.186499999999999,,1,1,1,0
18879,East of High Point,-115.5,41.0,14.186499999999999,,1,0,1,0
18880,East of Scobey,-105.0,48.799999,7.050000000000001,Flaxville Gravels,1,1,1,0
18881,East of Whitehall,-112.0,46.0,14.186499999999999,Sixmile Creek,1,0,1,0
18882,East Pilgrim 5,-110.800003,43.900002,17.4,Colter,3,2,3,0
18884,Elephant Mountain Type Locality,-120.400002,46.5,10.95,Ellensburg,4,0,4,0
18885,Elko-Wells,-115.5,41.0,14.186499999999999,Humboldt,1,1,1,0
18886,Etna Reservoir,-112.900002,41.5,10.656500000000001,Salt Lake,1,1,1,0
18887,Fighting Butte,-104.400002,45.799999,13.805,Arikaree,1,1,1,0
18888,Fish Lake Valley,-118.031944,37.956669,10.95,Esmeralda,29,25,20,4
18889,Flaxville Gravels (Loc. DF6-1a),-106.599998,48.400002,7.105,Flaxville Gravels,5,0,5,0
18890,Flaxville Gravels (Loc. DF6-2a),-106.599998,48.400002,7.105,Flaxville Gravels,1,0,1,0
18891,Flaxville Gravels (Loc. DF6-3),-105.5,48.799999,7.105,Flaxville Gravels,1,0,1,0
18892,Flaxville Gravels (Loc. GF6-2),-105.5,48.799999,8.4815,Flaxville Gravels,1,0,1,0
18893,Flaxville Gravels (Loc. SM-1),-105.400002,46.900002,7.105,Flaxville Gravels,1,0,1,0
18894,Flint Creek Beds,-113.199997,46.400002,14.4,,22,15,18,3
188943,Red Rock Canyon,-117.992226,35.37278,10.95,Dove Spring,1,1,0,1
188945,Red Rock Canyon (LACM 3580),-117.992226,35.37278,7.050000000000001,,1,1,0,1
188947,Red Rock Canyon (general),-117.992226,35.37278,10.95,Dove Spring,1,1,0,1
18895,Fossil Hill,-115.5,41.0,14.186499999999999,,5,2,3,2
18896,Frank Ranch,-112.0,45.200001,14.186499999999999,Sixmile Creek,2,1,2,0
188963,Agate (Oxydactylus campestris type locality),-103.79361,42.439445,20.8,Harrison,1,1,1,0
18897,Gardiner,-110.5,45.799999,14.4,Hepburn’s Mesa,1,1,1,0
18898,Gateway,-121.199997,44.700001,14.186499999999999,Mascall,6,2,5,1
18899,Gilmore,-113.599998,45.0,14.186499999999999,,1,1,1,0
18900,Golgotha Watermill Pothole Quarry,-114.300003,37.799999,7.050000000000001,Panaca,12,11,6,6
189002,East of Hyde Post-office,-111.519722,45.729168,14.4,,2,2,2,0
18901,Goose Creek,-113.800003,42.5,14.186499999999999,Idavada Volcanics,1,0,1,0
18902,Granby,-106.099998,40.200001,14.186499999999999,Troublesome,5,2,4,1
189022,Ricardo Ampitheater,-117.992226,35.373055,10.95,Dove Spring,2,2,1,1
18903,Granger Clay Pit,-120.400002,46.5,14.186499999999999,Ellensburg,8,2,6,1
18904,Granite Mountains (UCMP V-77152),-107.099998,43.200001,10.95,Ogallala,1,0,1,0
18905,Granite Mountains (UCMP V-77153),-107.099998,43.200001,10.95,Ogallala,2,0,2,0
18906,Granite Mountains (UCMP V-77156),-108.199997,43.200001,17.4,Arikaree,3,0,3,0
18907,Granite Mountains (UCMP V-77157),-108.199997,43.200001,17.4,Arikaree,4,1,3,0
18908,Granite Mountains (UCMP V-77158),-108.199997,43.200001,17.4,Arikaree,8,2,5,2
18909,Granite Mountains (UCMP V-77159),-107.099998,43.200001,17.4,Arikaree,1,0,1,0
18910,Granite Mountains (UCMP V-77160),-107.099998,43.200001,17.4,Arikaree,6,1,5,1
18911,Granite Mountains (UCMP V-77161),-107.099998,43.200001,17.4,Arikaree,1,0,0,0
18912,Green Knoll,-115.5,41.0,14.186499999999999,,1,0,1,0
18913,Grouse Creek (Rabbit Horizon),-112.900002,41.5,10.95,Salt Lake,3,3,3,0
18914,Grouse Creek (Ungulate Horizon),-112.900002,41.5,10.95,Salt Lake,1,0,1,0
18915,Grouse Creek Valley,-112.900002,41.5,15.5,Salt Lake,6,4,6,0
18916,Guano Lake,-119.5,42.200001,14.186499999999999,,1,1,0,0
18917,Guano Ranch,-119.5,42.200001,14.186499999999999,,4,4,0,0
18918,Hazen,-118.5,39.5,14.186499999999999,Truckee,2,0,1,1
18919,Hepburn Ranch,-110.5,45.799999,14.186499999999999,Hepburn's Mesa,3,2,3,0
18920,High Point,-115.5,41.0,14.186499999999999,,2,0,2,0
18921,High Ridge,-119.199997,39.0,7.050000000000001,,3,2,3,0
18922,High Rock Canyon,-117.800003,41.099998,14.186499999999999,,18,12,15,3
18923,Highway,-119.300003,44.5,14.186499999999999,Mascall,1,1,1,0
18924,Home Station Wash,-118.099998,40.400002,14.4,,3,3,2,1
18925,Horse Camp Springs,-114.099998,39.0,14.186499999999999,,1,1,1,0
18926,Hot Creek,-118.0,43.0,7.050000000000001,Chalk Hills,5,1,5,0
18928,IMNH 890,-116.699997,46.0,17.4,Imnaha Basalt,1,1,0,0
18930,Ironside,-117.5,43.599998,14.186499999999999,,3,1,3,0
18931,Johnson Gulch Quarry,-113.0,46.0,14.186499999999999,,6,5,6,0
18932,Jordan Narrows,-111.699997,40.799999,10.95,,1,1,1,0
18933,Juanita Springs,-113.400002,34.700001,7.050000000000001,Muddy Creek,5,5,3,2
18934,Junction,-106.099998,40.200001,14.186499999999999,Troublesome,2,2,1,0
18935,Juniper Creek (UO 2451),-117.5,43.599998,7.050000000000001,,12,9,9,3
18936,Juniper Creek (UO 2469),-117.5,43.599998,7.050000000000001,,12,10,8,4
18937,Kawsoh Mountain,-118.5,39.5,14.186499999999999,Truckee,1,0,1,0
18938,Kelly Road,-110.800003,43.900002,14.186499999999999,Teewinot,4,3,3,0
18939,Krebs Ranch 1,-120.199722,45.716946,7.050000000000001,Alkali Canyon,12,8,10,1
18940,Krebs Ranch 2,-120.199722,45.716946,7.050000000000001,Alkali Canyon,17,8,15,1
18941,Lettuce Patch,-106.099998,40.200001,14.186499999999999,Troublesome,3,3,2,0
18942,Little Valley (Idaho),-118.0,43.0,14.186499999999999,Chalk Hills,2,0,2,0
18943,Little Valley (UO 2380),-117.5,43.599998,7.050000000000001,Chalk Butte,6,5,4,1
18944,Little Valley (UO 2516),-117.5,43.599998,7.050000000000001,Chalk Butte,16,13,11,2
18945,Lone Butte,-104.400002,45.799999,14.186499999999999,,1,1,1,0
18946,Lone Mountain,-115.5,41.0,14.186499999999999,"Raine Ranch ""equivalent""",2,2,2,0
18947,Love's 13VD,-107.099998,43.200001,10.95,Ogallala,1,0,1,0
18948,Love's 22V,-107.099998,43.200001,17.4,Arikaree,3,3,2,1
18949,Love's 23V,-107.099998,43.200001,17.4,Arikaree,1,1,1,0
18950,MacKay Ranch (UCMP V-4941),-119.300003,44.5,14.186499999999999,Mascall,1,1,1,0
18951,MacKay Ranch (UCMP V-4942),-119.300003,44.5,14.186499999999999,Mascall,3,2,3,0
18952,MacKay Ranch (UCMP V-4943),-119.300003,44.5,14.186499999999999,Mascall,1,0,1,0
18953,Mascall Type Locality,-119.300003,44.5,14.186499999999999,Mascall,7,7,7,0
18954,Mascall (UCMP 895),-119.300003,44.5,14.186499999999999,Mascall,1,0,1,0
18955,Mascall (UCMP 896),-119.300003,44.5,14.186499999999999,Mascall,3,1,3,0
18957,Mascall (UCMP V-4823),-119.300003,44.5,14.186499999999999,Mascall,4,2,4,0
18958,Mascall (UCMP V-4824),-119.300003,44.5,14.186499999999999,Mascall,2,2,1,1
18959,Mascall (UCMP V-4945),-119.300003,44.5,14.186499999999999,Mascall,2,1,2,0
18960,Massacre Lake RV-6160,-119.699997,41.700001,17.4,,5,5,5,0
18961,Massacre Lake RV-6161,-119.699997,41.700001,17.4,,16,12,14,2
18962,Massacre Lake RV-7043,-119.699997,41.700001,17.4,,31,25,24,5
18963,Massacre Lake RV-7316,-119.699997,41.700001,17.4,,2,2,2,0
18964,Massacre Lake RV-7317,-119.699997,41.700001,17.4,,5,4,5,0
18965,Massacre Lake RV-7318,-119.699997,41.700001,17.4,,2,2,2,0
18966,Mayflower Mine,-112.0,45.200001,14.186499999999999,Sixmile Creek,8,2,7,1
18967,McDonald (UCMP V-4828),-120.199997,44.900002,14.186499999999999,Mascall,2,2,2,0
18968,McDonald (UCMP V-4946),-120.199997,44.900002,14.186499999999999,Mascall,1,0,1,0
18969,McKanna Spring,-112.0,46.0,14.186499999999999,Sixmile Creek,8,7,7,1
18970,McKay Reservoir,-118.800003,45.5,7.050000000000001,McKay,46,38,33,8
18971,McKnight Ranch,-115.5,41.0,12.850000000000001,,4,0,3,1
18972,Mesquite,-115.199997,35.700001,7.050000000000001,Muddy Creek,2,2,2,0
18973,Mickey Wash Site 1,-119.199997,39.0,7.050000000000001,,4,2,4,0
18974,Mickey Wash Site 2,-119.199997,39.0,7.050000000000001,,3,2,2,1
18975,Mickey Wash Site 4,-119.199997,39.0,7.050000000000001,,5,2,3,2
18976,Middle Park (USGS D522),-106.099998,40.200001,13.805,Troublesome,1,1,1,0
18977,Middle Park (USGS D526),-106.099998,40.200001,13.805,Troublesome,1,1,1,0
18978,Middle Park (Middle),-106.099998,40.200001,19.509999999999998,Troublesome,7,6,4,0
189788,La Hacienda ,-104.082222,20.14889,7.050000000000001,,18,18,14,4
18979,Middle Park (Upper),-106.099998,40.200001,13.805,Troublesome,10,5,10,0
189790,Santa Maria,-104.060837,20.123333,7.050000000000001,,22,21,16,6
18980,Mollie Gulch,-113.599998,45.0,14.186499999999999,,10,8,9,1
