oid,sfm,lng,lat,nam,aka,noc,oei,eag,lag,aut,pby,rid,cc2,stp,prc,gsc,ggc,pm1,gpl,ps1,pln,pla,ssc,scm,ldc,lt1,la1,ff1,env,gcm,cps,tpm,tpq,pcm,cct,ccx,ccv,ccc,ccd,rgp,altv,altu,cpb,tpf,ccu,cpa,tps,tpt,lt2,cpt,tpc,tpo,tpb,tpe,lm1,ff2,lm2,smb,lf1,ccm,la2,cpc,acm,tcm,ccs,tpl,tpr,ccr,sls,slb,slu,slo,cpd,tpa,cny
col:180703,Nemegt,101.041664,43.537224,"Nemegt, Northern Sayr, site 27 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem027",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Northern Sayr, Nemegt locality",gplates,628,mid,94.3,36.55,bed,middle part of Nemegt Formation (Upper Nemegt beds),,sandstone,,Y,terrestrial indet.,"sandstone, conglomerate, and sandstone with silt intercalations",macrofossils,body,good,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,some,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180704,Nemegt,101.044922,43.522423,"Nemegt, Northern Sayr, site 16 [PMPE]",Polish-Mongolian Palaeontological Expeditions,1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Northern Sayr, Nemegt locality",gplates,628,mid,94.31,36.53,bed,middle part of Nemegt Formation (Upper Nemegt beds),"""intraformational conglomerate""",conglomerate,,Y,terrestrial indet.,"sandstone, conglomerate, and sandstone with silt intercalations",macrofossils,body,good,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180705,Nemegt,101.044922,43.522423,"Nemegt, Northern Sayr, site 22 [PMPE]",Polish-Mongolian Palaeontological Expeditions,1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Northern Sayr, Nemegt locality",gplates,628,mid,94.31,36.53,bed,middle part of Nemegt Formation (Upper Nemegt beds),"""gravels""",conglomerate,,Y,terrestrial indet.,"sandstone, conglomerate, and sandstone with silt intercalations",macrofossils,body,good,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180706,Nemegt,101.035278,43.539444,"northern Nemegt, site 19 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem019",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"northern part of Nemegt locality, NE of ""isolated hill""",gplates,628,mid,94.29,36.55,bed,"Upper Nemegt beds; ""zone of Tarbosaurus bataar (Maleyev) and Saurolophus angustirostris Rozhdestvensky""",,not reported,,,terrestrial indet.,,macrofossils,body,excellent,,general faunal/floral,"selective quarrying,mechanical,field collection",,Osmólska & PMPE,1970,vertebrate,1500,meters,some,occasional,,some,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180707,Nemegt,101.036392,43.538055,"northern Nemegt, site 20 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem020",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"northern part of Nemegt locality, NE of ""isolated hill""",gplates,628,mid,94.29,36.54,bed,Upper Nemegt beds,,not reported,,,terrestrial indet.,,macrofossils,body,good,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,some,occasional,,some,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180709,Nemegt,101.037781,43.539722,"northern Nemegt, site 25 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem025",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"northern part of Nemegt locality, NE of ""isolated hill""",gplates,628,mid,94.3,36.55,bed,Upper Nemegt beds,,sandstone,,Y,terrestrial indet.,,macrofossils,body,good,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,some,occasional,,some,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180710,Nemegt,101.031387,43.520557,"Nemegt, Western Sayr, site 30 [PMPE]","Polish-Mongolian Palaeontological Expedition, Nem030",2,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Western Sayr, Nemegt",gplates,628,mid,94.3,36.53,bed,upper part of formation (= Upper Nemegt beds here),,sandstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,some,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180711,Nemegt,101.045715,43.52581,"Nemegt, Northern Sayr, site 15 [PMPE]",Polish-Mongolian Palaeontological Expeditions,1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,outcrop,"Northern Sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.31,36.53,bed,"middle part of ""upper beds"" = Nemegt Fm","""sandstone with silt intercalations""",sandstone,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,"mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,,,,,parautochthonous,snapshot,,,,,,,silty,,,,,,,,,,,,,,,,,,,,
col:180712,Nemegt,101.051857,43.510822,"Nemegt, Northern Sayr, site 17 [PMPE]",Polish-Mongolian Palaeontological Expedition,1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"southern part of northern sayr, Nemegt locality",gplates,628,mid,94.32,36.52,bed,"middle part of ""Upper beds"" (= Nemegt Fm.)","""gravels""""",conglomerate,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,field collection,,PMPE,1970,vertebrate,1550,meters,,,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180784,Nemegt,100.360558,43.481945,"Tsagan Hushu, site 1 [PMPE]","Polish-Mongolian Palaeontological Expedition, Tsagan Ula, Tsagan Khushu, TsKh001",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"Tsagan Ula (= Hushu/Ushu/Khusku), Omnogov",gplates,628,mid,93.73,36.36,bed,near base of section,,sandstone,,Y,terrestrial indet.,,macrofossils,body,good,,general faunal/floral,"selective quarrying,surface (in situ),mechanical,field collection",,Skarzynski & PMPE,1964,vertebrate,,,some,occasional,,some,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180785,Nemegt,100.374809,43.44128,"Tsagan Hushu, site 6 [PMPE]","Polish-Mongolian Palaeontological Expedition, Tsagan Ula, Tsagan Khushu, TsKh006",1,Maastrichtian,72.2,66,Kielan-Jaworowska and Kowalski,1965,ref:9901,MN,Omnogov,__,small collection,"Tsagan Hushu (= Tsagan Ula, Tsagan Khushu, Tsagan-ushu), Omnogov (southern Mongolia)",gplates,628,mid,93.75,36.32,bed,,,siltstone,,Y,terrestrial indet.,,macrofossils,body,good,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,PMPE,1965,vertebrate,,,,,,some,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180786,Nemegt,100.373161,43.443558,"Tsagan Hushu, general [PMPE]","Polish-Mongolian Palaeontological Expedition, Tsagan Ula, Tsagan Khushu",7,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,outcrop,"Tsagan Ula (= Hushu/Ushu/Khusku), Omnogov - includes discoveries not mapped to other listed sites.",gplates,628,mid,93.75,36.32,group of beds,,,sandstone,,Y,terrestrial indet.,,"macrofossils,mesofossils",body,,,general faunal/floral,"selective quarrying,surface (float),surface (in situ),mechanical,field collection",,PMPE,1963–1965,vertebrate,,,some,frequent,,some,parautochthonous,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180811,Nemegt,100.457222,43.597221,"Altan Ula IV, site 8 [PMPE]","Polish-Mongolian Palaeontological Expedition, AU4008",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"Altan Ula IV, 40 km W of Nemegt",gplates,628,mid,93.77,36.49,bed,,,not reported,,,terrestrial indet.,,macrofossils,body,,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,PMPE,1965,vertebrate,,,some,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180812,Nemegt,100.455833,43.604721,"Altan Ula IV, site 11 [PMPE]","Polish-Mongolian Palaeontological Expedition, AU4011",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"Altan Ula IV, 40 km W of Nemegt",gplates,628,mid,93.77,36.49,bed,low in section,,sandstone,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,PMPE,1965,vertebrate,,,some,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180813,Nemegt,100.452225,43.601391,"Altan Ula IV, site 12 [PMPE]","Polish-Mongolian Palaeontological Expedition, AU4012",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"Altan Ula IV, 40 km W of Nemegt",gplates,628,mid,93.77,36.49,bed,high in section,,sandstone,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,PMPE,1965,vertebrate,,,some,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:199805,Nemegt,100.333336,43.5,Altan Ula III [KID],Altan Uul III,8,Maastrichtian,72.2,66,Lee et al.,2019,ref:67955,MN,Omnogov,__,outcrop,,gplates,628,mid,93.7,36.37,bed,,"""gray blue silt-fine-grained sandstone beds""; ""alternation of sandstone and mudstone layers, with intercalations of conglomerate layers (grain size is granule).""",sandstone,"fine,gray,blue",Y,fluvial indet.,,macrofossils,body,,,general faunal/floral,"surface (float),surface (in situ),field collection",,Korea-Mongolia International Dinosaur Expedition (KID),2006–2008,vertebrate,,,,,,,,,mudstone,,,,,,silty,,,,,,,partial skeletons,,,,,,,,,,,,few,
col:206054,Nemegt,100.503891,43.598057,Altan Ula II [KID],,1,Maastrichtian,72.2,66,Arbour et al.,2014,ref:66054,MN,Omnogov,__,outcrop,N: 43-35-53.2; E: 100-30-14.3; A: 1573 m,gplates,628,mid,93.81,36.5,group of beds,"mostly from ""upper part"" of the section",,not reported,,Y,terrestrial indet.,,macrofossils,"body,mold/impression",,,general faunal/floral,"surface (float),surface (in situ),field collection",,Korea-Mongolia International Dinosaur Expedition,"2008, 2007",vertebrate,1573,meters,some,frequent,PIN,,,,,,,,,,,,,,,,,"skulls,eggs",,,,,,,,,,,skeletons,,
col:206055,Nemegt,101.281944,43.985279,Khuree Tsav [KID],Shireegin Gashun,3,Maastrichtian,72.2,66,Arbour et al.,2014,ref:66054,MN,,__,outcrop,"N: 43-59-0712; E: 101-16-5466; A: 1032m
cliff in the W part of Shiregn Gashin Basin",gplates,628,mid,94.35,37.02,group of beds,,,not reported,,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"surface (float),field collection",,Korea-Mongolia International Dinosaur Expedition,"2008, 2010",vertebrate,1032,meters,,,,,,,,,dispersed,,,,,,,,,,,,,,,,,,,,,,,,
col:206057,Nemegt,99.976669,43.816387,southwest of Bugin Tsav  [KID],,1,Maastrichtian,72.2,66,Arbour et al.,2014,ref:66054,MN,Omnogov,__,outcrop,SW of Bugin Tsav,gplates,628,mid,93.28,36.6,bed,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"surface (in situ),field collection",,Korea-Mongolia International Dinosaur Expedition,2008,vertebrate,862,meters,some,,,,,,,,,,,,,,,,,,,skeletons,,,,,,,,,,,,,
col:220943,Nemegt,100.566101,43.608898,"Dragon's Tomb, Altan Ula II [SMPE/KID]",Soviet-Mongolian Paleontological Expedition,2,Maastrichtian,72.2,66,Efremov,1955,ref:67904,MN,Omnogov,__,small collection,"S flank of Altan Ula II, W of Nemegt, Omnogov (southern Mongolia)",gplates,628,mid,93.86,36.52,bed,,,not reported,,,terrestrial indet.,,macrofossils,"body,soft parts",excellent,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,SMPE,"1948–1949, 2008–2010",vertebrate,,,many,,PIN,many,,,,,-bonebed,,,,,,,,,,,,,,,,,,,,,,,,
col:221153,Nemegt,101.0392,43.481899,"Avimimus bonebed, Nemegt",,1,Early Maastrichtian,72.2,66,Funston et al.,2016,ref:77377,MN,Omnogov,__,small collection,"near base of low, isolated hill at the Nemegt locality",gplates,628,mid,94.13,36.68,bed,"lower part of formation, ""10.5 m above an interfingered Nemegt-Baruungoyot contact""","""associated with the lower portions of sigmoidal and offlapping inclined beds of silty, pebbly, fine- to medium-grained sandstone (Fig. 2). Two types of matrix surround the bonebed. The base of the bonebed is a fine-grained sandstone, which is overlain by a coarse-grained sandstone with some clay rip-up clasts. Inclined beds are typically less than 5 cm thick, exhibit a total vertical relief of 40 cm, and dip toward the south and southwest, suggesting that they are offlapping deposits of a migrating point bar in a meandering river channel. Large-scale trough cross beds drape the toes of the point bar and immediately overlie the bonebed. Paleocurrent data collected from them indicate that flow at the base of the point-bar was toward the west-southwest, ranging from 240–280°. Bones are preserved in both matrix types, and some bones span the contact between the layers.""",sandstone,fine,Y,coarse channel fill,"""This suggests that the beds were deposited in a single coarsening-upwards event, probably tied to the migration of the point bar.""",macrofossils,body,good,"""The pristine condition of the bones suggests they were originally buried rapidly, which protected them from subaerial weathering, trampling and scavenging, but allowed most of the soft tissues to decompose over the course of months to years. The bonebed was then uncovered by a medium- to high-energy flow, represented by the two sandstones, which disarticulated most of the material and transported it a short distance. The second flow event had enough energy to reorient most of the long bones to a N-NE to S-SW orientation (Fig. 3), but was not powerful enough to remove large elements.""",taphonomic,"selective quarrying,surface (in situ),field collection",,P. Currie and team,"2006–2007, 2016",vertebrate,,,,occasional,,,autochthonous,snapshot,sandstone,,-bonebed,preferred,,,,Y,,,,originally discovered as a poached site,"current ripples,coarse,intraclastic",,,,,,poor,,,,,,,,
col:224071,Nemegt,100.619003,43.473999,6 km northeast of Naran Bulak,,3,Maastrichtian,72.2,66,Samoilov et al.,2001,ref:79058,MN,Omnogov,__,local area,"area 6 km northeast of Naran Bulak spring, from bottom of Urt Orgon Sayr NE to Tsagan Teg Ula",gplates,628,mid,93.95,36.4,formation,multiple redbeds through the section of the formation,"""Carbonate-rich sandstones of horizontal redbeds up to 2.1 m thick represent mud ̄ow sediments...They are not internally strati®ed, and lack lamination or cross bedding. The redbed matrix is formed by inequigranular, fine- to medium-grained sand with silt ????up to 30%) and clay ????up to 15%). The sand is mainly formed by quartz and feldspar with minor light mica, limonite, calcite, and gypsum.""",sandstone,"fine,medium,quartzose,red",Y,eolian indet.,eolian mudflow deposits,macrofossils,body,,"""Dinosaur remains belong mainly to medium- and small-size individuals. Associated, articulated, and partly articulated skeletons are typical. As a rule, they did not suffer considerable mechanical wear, indicating rapid burial. However, fragments of disarticulated skeletons are presented as well. These rarer fragments are frequently characterized by considerable mechanical wear, evidence of a lengthy interval of exposure between the dinosaur death and bone burial.
Dinosaur bone remains are usually subhorizontally oriented. In spite of the rich assemblage of vertebrate bone remains, coprolites, burrows, dinosaur and other reptile fossil eggs or their fragments are absent. As these are common elsewhere in the Gobi Desert deposits, apparently the process of redbed formation was not compatible with their preservation.""",taphonomic,"surface (in situ),peel or thin section,field collection,observed (not collected)",,,,vertebrate,,,some,occasional,,some,parautochthonous,,,,-single event,,,,"silty,calcareous",,,,,,,,,,,,,,,,,,,,
col:226994,Nemegt,99.833054,43.474998,Hermiin Tsav (KID) [Nemegt Fm.],Khermin Tsav; Khermeen Tsav,4,Maastrichtian,72.2,66,Park et al.,2021,ref:82395,MN,Omnogov,__,outcrop,,gplates,628,mid,93.27,36.25,bed,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"surface (in situ),field collection",,Korea-Mongolia International Dinosaur Project,2007-2008,vertebrate,862,meters,,,,,,,,,,,,,,,,,,Korea-Mongolia International Dinosaur Expedition,,,,,,,,,,,,,,,
col:229067,Nemegt,99.972221,43.863335,Bugin Tsav tracksite (KID),"FS045, Gall035, Bügiin Tsav",8,Maastrichtian,72.2,66,Lee et al.,2018,ref:83806,MN,Omnogov,__,outcrop,tracksite adjacent to abandoned illegally excavated quarry,gplates,628,mid,93.26,36.65,bed,lower part of formation,"""This tracksite consists of laminated gray mudstone-yellowish brown siltstone couplets interbedded with eolian yellowish brown sandstone deposited on a distal floodplain""",mudstone,"nodular,brown,yellow",Y,dry floodplain,"""a poorly drained distal floodplain""",macrofossils,"body,trace",,,paleoecologic,"surface (in situ),field collection,observed (not collected)",,Korea-Mongolia International Dinosaur Project,2009,vertebrate,,,,,,some,autochthonous,snapshot,sandstone,,,life position,,,,Y,,,,,"brown,yellow",footprints,,,,,,,,,,,,,
col:241750,Nemegt,100.454445,43.601944,Altan Ula IV (KID),Altan Uul IV,1,Maastrichtian,72.2,66,Lee et al.,2023,ref:92756,MN,Omnogov,__,outcrop,top of hill at Altan Ula IV,gplates,628,mid,96.33,38.19,bed,,],not reported,,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,surface (in situ),field collection",,KID,"2006, 2007, 2009",vertebrate,1177,meters,,,PIN,some,,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:241751,Nemegt,100.635834,43.58139,Altan Ula I [HMNS-GIN],,1,Maastrichtian,72.2,66,Tanaka et al.,2023,ref:92749,MN,Omnogov,__,outcrop,"N 43.34.881; E 100.38.156, ca. 52 km NW of Gurvantes",gplates,628,mid,93.93,36.51,bed,,,not reported,,,terrestrial indet.,,"macrofossils,mesofossils",body,,,general faunal/floral,"surface (in situ),field collection",,HMNS-GIN,,vertebrate,1573,meters,,frequent,,,,,,,,,,,,,,,,HMNS-Hayashibara Museum of Natural Sciences,,eggs,,,,,,,,,,,,,
col:277791,Nemegt,100.466667,43.594444,Altan Ula I [KID],,2,Maastrichtian,72.2,66,Lee et al.,2023,ref:92756,MN,Omnogov,__,outcrop,Based on locality of Altan Ula IV,gplates,628,mid,93.78,36.49,bed,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,,,Korea-Mongolia International Dinosaur Project,2006,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:277792,Nemegt,99.900558,43.7575,Khaichin Ula I [KID],Haichin Ula,1,Maastrichtian,72.2,66,Lee et al.,2023,ref:92756,MN,Omnogov,__,outcrop,"N: 43-45-2706; E: 99-54-0219; A: 828m. Outcrop west of Khaichin Ula, and close to Bugin Tsav II; 13 km SW of Bugin Tsav. Also listed as 43° 46' 01""N, 99° 55' 36"" E.",gplates,628,mid,93.24,36.53,group of beds,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,field collection,,Korea-Mongolia International Dinosaur Project,2010,vertebrate,828,meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:277797,Nemegt,100.140282,43.852501,Gurilin Tsav [KID],"Gurlin Tsav, Guriliin Tsav",5,Maastrichtian,72.2,66,Lee et al.,2023,ref:92756,MN,Omnogov,__,outcrop,"Gurilin Tsav, Nemegt Basin",gplates,628,mid,93.41,36.67,formation,,,mudstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"surface (in situ),field collection",,Korea-Mongolia International Dinosaur Project,"2006, 2010",vertebrate,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:277798,Nemegt,100.359718,43.482777,Tsagan Khushu [KID],"Tsagan Khusku, Tsagan Usu, Tsagan Hushu",2,Maastrichtian,72.2,66,Lee et al.,2023,ref:92756,MN,Omnogov,__,outcrop,,gplates,628,mid,93.73,36.36,formation,,,not reported,,,terrestrial indet.,,"macrofossils,mesofossils",body,,,general faunal/floral,"surface (in situ),field collection",,Korea-Mongolia International Dinosaur Project,2009,vertebrate,1334,meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:277799,Nemegt,100.359718,43.482777,Tsagan Khushu tracksite [KID],"Tsagan Khusku, Tsagan Usu, Tsagan Hushu",3,Maastrichtian,72.2,66,Lee et al.,2023,ref:92756,MN,Omnogov,__,outcrop,,gplates,628,mid,93.73,36.36,formation,,,not reported,,,terrestrial indet.,,macrofossils,"cast,trace",,,general faunal/floral,"surface (in situ),field collection,observed (not collected)",,Korea-Mongolia International Dinosaur Project,2009,vertebrate,1334,meters,,,,,autochthonous,snapshot,,,,life position,,,,,,,,,,,,,,,,,,,,,,,
col:277800,Nemegt,100.011108,43.86639,Bugin Tsav [KID],Bugin-tsav; Bügiin Tsav,6,Maastrichtian,72.2,66,Lee et al.,2023,ref:92756,MN,Omnogov,__,outcrop,Bugin Tsav,gplates,628,mid,93.29,36.66,formation,,,sandstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"surface (in situ),mechanical,field collection",,Korea-Mongolia International Dinosaur Project,"2006, 2008–2010",vertebrate,982,meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
