title,year,doi,url,venue,authors,work_type,query_ids,source_apis
"The location of late night bars and alcohol-related crashes in Houston, Texas",2017,10.1016/j.aap.2017.05.010,https://doi.org/10.1016/j.aap.2017.05.010,Accident Analysis &amp; Prevention,Ned Levine,journal-article,Q16,Crossref
The Long-Term Impact of Household Wealth on Income Mobility,2017,10.4236/me.2017.83024,https://doi.org/10.4236/me.2017.83024,Modern Economy,Kai Zhang; Dan Liu,journal-article,Q13,Crossref
The Privacy API: Facilitating Insights in How One’s Own User Data is Shared,2017,10.1109/eurospw.2017.54,https://doi.org/10.1109/eurospw.2017.54,2017 IEEE European Symposium on Security and Privacy Workshops (EuroS&amp;PW),Bram Bonne; Peter Quax; Wim Lamotte,proceedings-article,Q01,Crossref
The Role of Geo-location Technologies,2017,10.1093/oso/9780198795674.003.0011,https://doi.org/10.1093/oso/9780198795674.003.0011,Oxford Scholarship Online,Dan Jerker B. Svantesson,book,Q16,Crossref
Towards a neural language model for signature extraction from forensic logs,2017,10.1109/isdfs.2017.7916497,https://doi.org/10.1109/isdfs.2017.7916497,2017 5th International Symposium on Digital Forensic and Security (ISDFS),Stefan Thaler; Vlado Menkonvski; Milan Petkovic,proceedings-article,Q05,Crossref
Towards realistic lifetime estimation in battery-powered IoT devices,2017,10.1145/3131672.3136985,https://doi.org/10.1145/3131672.3136985,Proceedings of the 15th ACM Conference on Embedded Network Sensor Systems,Laura Marie Feeney; Robert Hartung; Christian Rohner; Ulf Kulau; Lars Wolf; Per Gunningberg,proceedings-article,Q10,Crossref
"What Affects Millennials’ Mobility? PART II: The Impact of Residential Location, Individual Preferences and Lifestyles on Young Adults’ Travel Behavior in California",2017,,https://escholarship.org/uc/item/5kc117kj,eScholarship (California Digital Library),Giovanni Circella; Farzad Alemi; Kate Tiedeman; Rosaria M Berliner; Yong‐Sung Lee; Lew Fulton; Patricia L. Mokhtarian; Susan Handy,preprint,Q07,OpenAlex
Where Do Bikeshare Bikes Actually Go?: Analysis of Capital Bikeshare Trips with GPS Data,2017,10.3141/2662-02,https://doi.org/10.3141/2662-02,Transportation Research Record: Journal of the Transportation Research Board,Jon Wergin; Ralph Buehler,journal-article,Q08,Crossref
- Human–Machine Interaction (HMI) in the Time of Electric Vehicles,2016,10.1201/b13017-14,https://doi.org/10.1201/b13017-14,Automotive Ergonomics,,book-chapter,Q15,Crossref
"1849: See Me, and See Me Not",2016,10.1093/oseo/instance.wiggins1849,https://doi.org/10.1093/oseo/instance.wiggins1849,"British Drama 1533–1642: A Catalogue, Vol. 7: 1617–1623",Dabridgcourt Belchier; British Drama 1533–1642: A Catalogue,book-chapter,Q13,Crossref
"19 Now You See Me: Privacy, Technology, and Autonomy in the Digital Age",2016,10.3138/9781442609556-023,https://doi.org/10.3138/9781442609556-023,Human Rights,Valerie Steeves,book-chapter,Q13,Crossref
A Client-Server Framework for the Design of Geo-Location Based Augmented Reality Applications,2016,10.1109/iv.2016.20,https://doi.org/10.1109/iv.2016.20,2016 20th International Conference Information Visualisation (IV),Nicola Capece; Roberto Agatiello; Ugo Erra,proceedings-article,Q16,Crossref
A Historical Analysis of the Co-evolution of Gasoline Octane Number and Spark-Ignition Engines,2016,10.3389/fmech.2015.00016,https://doi.org/10.3389/fmech.2015.00016,Frontiers in Mechanical Engineering,Derek Splitter; Alexander E. Pawlowski; Robert Wagner,article,Q11,OpenAlex
A privacy enhanced device access protocol for an IoT context,2016,10.1002/sec.880,https://doi.org/10.1002/sec.880,Security and Communication Networks,G.M. Køien,journal-article,Q12,Crossref
A Review of Systems and Technologies for Smart Homes and Smart Grids,2016,10.3390/en9050348,https://doi.org/10.3390/en9050348,Energies,Gabriele Lobaccaro; Salvatore Carlucci; Erica Löfström,review,Q09,OpenAlex
A Survey and Analysis of the GNSS Spoofing Threat and Countermeasures,2016,10.1145/2897166,https://doi.org/10.1145/2897166,ACM Computing Surveys,Desmond Schmidt; Kenneth Radke; Seyit Camtepe; Ernest Foo; Michał Ren,journal-article,Q16,Crossref
A transparent framework based on accessing bridge and mobile app for protecting database privacy with PKI,2016,10.1145/2940343.2940350,https://doi.org/10.1145/2940343.2940350,Proceedings of the 1st ACM Workshop on Privacy-Aware Mobile Computing,Baohua Huang; Fengwei Jia; Jiguo Yu; Wei Cheng,proceedings-article,Q04,Crossref
Address lack of long-term effects on P leakage in artificially oxygenated lakes,2016,10.5194/os-2016-17-sc1,https://doi.org/10.5194/os-2016-17-sc1,,,peer-review,Q13,Crossref
Advancement Of Tritium Powered Betavoltaic Battery Systems FY16 EOY Report,2016,10.2172/1329210,https://doi.org/10.2172/1329210,,G. Staack; J. Gaillard; D. Hitchcock,report,Q10,Crossref
Appendix I: Data Warehouse Introduction,2016,10.1016/b978-0-12-804454-4.15009-9,https://doi.org/10.1016/b978-0-12-804454-4.15009-9,Implementing Digital Forensic Readiness,,book-chapter,Q05,Crossref
Appstract,2016,10.1145/2973750.2973770,https://doi.org/10.1145/2973750.2973770,Proceedings of the 22nd Annual International Conference on Mobile Computing and Networking,Earlence Fernandes; Oriana Riva; Suman Nath,proceedings-article,Q04,Crossref
Are electric self-balancing scooters safe in vehicle crash accidents?,2016,10.1016/j.aap.2015.10.022,https://doi.org/10.1016/j.aap.2015.10.022,Accident Analysis &amp; Prevention,Jun Xu; Shi Shang; Guizhen Yu; Hongsheng Qi; Yunpeng Wang; Shucai Xu,journal-article,Q16,Crossref
Automated testing and notification of mobile app privacy leak-cause behaviours,2016,10.1145/2970276.2975935,https://doi.org/10.1145/2970276.2975935,Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering,Joseph Chan Joo Keng,proceedings-article,Q04,Crossref
Autonomous Vehicle Technology: A Guide for Policymakers,2016,10.7249/rr443-2,https://doi.org/10.7249/rr443-2,RAND Corporation eBooks,James Anderson; Nidhi Kalra; Karlyn Stanley; P. Sørensen; Constantine Samaras; Oluwatobi Oluwatola,book,Q09,OpenAlex
Bikeshare trip generation in New York City,2016,10.1016/j.tra.2016.08.030,https://doi.org/10.1016/j.tra.2016.08.030,Transportation Research Part A: Policy and Practice,Robert B. Noland; Michael J. Smart; Ziye Guo,journal-article,Q08,Crossref
Broken bikes detection using CitiBike bikeshare system open data,2016,10.1109/ssci.2016.7850091,https://doi.org/10.1109/ssci.2016.7850091,2016 IEEE Symposium Series on Computational Intelligence (SSCI),Remi Delassus; Romain Giot; Raphael Cherrier; Gabriele Barbieri; Guy Melancony,proceedings-article,Q08,Crossref
Challenging the Car Norm,2016,10.1145/2858036.2858468,https://doi.org/10.1145/2858036.2858468,,Hanna Hasselqvist; Mia Hesselgren; Cristian Bogdan,article,Q04,OpenAlex
Comparable Measures of Accessibility to Public Transport Using the General Transit Feed Specification,2016,10.3390/su8030224,https://doi.org/10.3390/su8030224,Sustainability,Jinjoo Bok; Youngsang Kwon,journal-article,Q07,Crossref
Data analysis of file forensic investigation,2016,10.1109/scopes.2016.7955854,https://doi.org/10.1109/scopes.2016.7955854,"2016 International Conference on Signal Processing, Communication, Power and Embedded System (SCOPES)",Priyanka Salunkhe; Smita Bharne; Puja Padiya,proceedings-article,Q11,Crossref
Design of Intelligent Battery Management System,2016,10.5220/0006450203460350,https://doi.org/10.5220/0006450203460350,ISME 2016 - Information Science and Management Engineering IV,NingNing Chen,proceedings-article,Q11,Crossref
Designing and implementing future aerial communication networks,2016,10.1109/mcom.2016.7470932,https://doi.org/10.1109/mcom.2016.7470932,IEEE Communications Magazine,Sathyanarayanan Chandrasekharan; Karina Gomez; Akram Al‐Hourani; Sithamparanathan Kandeepan; Tinku Rasheed; Leonardo Goratti; Laurent Reynaud; David Grace; Isabelle Bucaille; Thomas Wirth; Sandy Allsopp,article,Q11,OpenAlex
Detecting Hardware Trojans with Gate-Level Information-Flow Tracking,2016,10.1109/mc.2016.225,https://doi.org/10.1109/mc.2016.225,Computer,Wei Hu; Baolei Mao; Jason Oberg; Ryan Kastner,journal-article,Q14,Crossref
Driving experience moderates the effect of implicit versus explicit threat priming on hazard perception test,2016,10.1016/j.aap.2016.03.019,https://doi.org/10.1016/j.aap.2016.03.019,Accident Analysis &amp; Prevention,Yaakov Hoffman; Tova Rosenbloom,journal-article,Q16,Crossref
Editorial,2016,10.1145/2976731,https://doi.org/10.1145/2976731,ACM Transactions on Embedded Computing Systems,,journal-article,Q10,Crossref
Enabling SDN in VANETs: What is the Impact on Security?,2016,10.3390/s16122077,https://doi.org/10.3390/s16122077,Sensors,Antonio Di Maio; Maria Rita Palattella; Ridha Soua; Luca Lamorte; Xavier Vilajosana; Jesús Alonso-Zárate; Thomas Engel,article,Q09,OpenAlex
Exploiting the Physical Disparity: Side-Channel Attacks on Memory Encryption,2016,10.1007/978-3-319-43283-0_1,https://doi.org/10.1007/978-3-319-43283-0_1,Lecture Notes in Computer Science,Thomas Unterluggauer; Stefan Mangard,book-chapter,Q15,Crossref
Generating software identifier dictionaries from Vulnerability Database,2016,10.1109/pst.2016.7906965,https://doi.org/10.1109/pst.2016.7906965,"2016 14th Annual Conference on Privacy, Security and Trust (PST)",Takeshi Takahashi; Daisuke Inoue,proceedings-article,Q07,Crossref
Geo-Spatial Location Spoofing Detection for Internet of Things,2016,10.1109/jiot.2016.2535165,https://doi.org/10.1109/jiot.2016.2535165,IEEE Internet of Things Journal,Jing Yang Koh; Ido Nevat; Derek Leong; Wai-Choong Wong,journal-article,Q16,Crossref
Getting smarter about smart cities: Improving data privacy and data security,2016,,https://mural.maynoothuniversity.ie/id/eprint/7242/1/Smart,"MURAL - Maynooth University Research Archive Library (National University of Ireland, Maynooth)",Rob Kitchin,article,Q07,OpenAlex
How Dangerous Are Your Smartphones? App Usage Recommendation with Privacy Preserving,2016,10.1155/2016/6804379,https://doi.org/10.1155/2016/6804379,Mobile Information Systems,Konglin Zhu; Xiaoman He; Bin Xiang; Lin Zhang; Achille Pattavina,journal-article,Q04,Crossref
"I see you, you see me: Mobile advertisements and privacy",2016,10.5210/fm.v0i0.6154,https://doi.org/10.5210/fm.v0i0.6154,First Monday,Theodore Book; Chris Bronk,journal-article,Q13,Crossref
Identify Potential Data Sources,2016,10.1016/b978-0-12-804454-4.00006-x,https://doi.org/10.1016/b978-0-12-804454-4.00006-x,Implementing Digital Forensic Readiness,Jason Sachowski,book-chapter,Q05,Crossref
IEEE Security &amp;amp; Privacy,2016,10.1109/msp.2016.98,https://doi.org/10.1109/msp.2016.98,IEEE Security &amp; Privacy,,journal-article,Q01,Crossref
Improving the Specification and Analysis of Privacy Policies - The RSLingo4Privacy Approach,2016,10.5220/0005870503360347,https://doi.org/10.5220/0005870503360347,Proceedings of the 18th International Conference on Enterprise Information Systems,Alberto Rodrigues da Silva; João Caramujo; Shaghayegh Monfared; Pavel Calado; Travis Breaux,proceedings-article,Q07,Crossref
Introduction to Data Privacy,2016,10.1201/9781315370910-10,https://doi.org/10.1201/9781315370910-10,Data Privacy,,book-chapter,Q08,Crossref
Introduction to Data Privacy,2016,10.1201/9781315370910-2,https://doi.org/10.1201/9781315370910-2,Data Privacy,,book-chapter,Q08,Crossref
Introduction to side-channel attacks and fault attacks,2016,10.1109/apemc.2016.7522801,https://doi.org/10.1109/apemc.2016.7522801,2016 Asia-Pacific International Symposium on Electromagnetic Compatibility (APEMC),Yang Li; Mengting Chen; Jian Wang,proceedings-article,Q15,Crossref
Judged effectiveness of threat and coping appraisal anti-speeding messages,2016,10.1016/j.aap.2016.08.005,https://doi.org/10.1016/j.aap.2016.08.005,Accident Analysis &amp; Prevention,Rachel L. Cathcart; A. Ian Glendon,journal-article,Q16,Crossref
Label propagation in big data to detect remote access Trojans,2016,10.1109/bigdata.2016.7841017,https://doi.org/10.1109/bigdata.2016.7841017,2016 IEEE International Conference on Big Data (Big Data),Sai C. Pallaprolu; Josephine M. Namayanja; Vandana P. Janeja; C. T. Sai Adithya,proceedings-article,Q14,Crossref
Lithium Ion Batteries in Electric Drive Vehicles,2016,10.4271/pt-175,https://doi.org/10.4271/pt-175,,Ahmad A Pesaran,edited-book,Q15,Crossref
Making history: shared perspectives and shared problems in the study of long-term change,2016,10.5040/9781474288323.ch-003,https://doi.org/10.5040/9781474288323.ch-003,The Waves of Time : Long-Term Change and International Relations,,book-chapter,Q13,Crossref
Mobile Apps and Transportation: A Review of Smartphone Apps and A Study of User Response to Multimodal Traveler Information,2016,,https://escholarship.org/uc/item/0cx0d1b8,eScholarship (California Digital Library),Susan Shaheen; Elliot Martin; Adam Cohen; Apoorva Musunuri; Abhinav Bhattacharyya,review,Q04;Q07,OpenAlex
Modeling side-channel cache attacks on AES,2016,10.22360/summersim.2016.scsc.045,https://doi.org/10.22360/summersim.2016.scsc.045,2016 Summer Computer Simulation Conference (SCSC 2016),,proceedings-article,Q15,Crossref
Neuropsychological Impairment and Its Association with Violence Risk in Japanese Forensic Psychiatric Patients: A Case-Control Study,2016,10.1371/journal.pone.0148354,https://doi.org/10.1371/journal.pone.0148354,PLoS ONE,Hirofumi Nishinaka; Jun Nakane; Takako Nagata; Atsushi Imai; Noriomi Kuroki; Noriko Sakikawa; Mayu Omori; O Kuroda; Naotsugu Hirabayashi; Yoshito Igarashi; Kenji Hashimoto,article,Q11,OpenAlex
On a (Per)Mission,2016,10.1145/2994459.2994466,https://doi.org/10.1145/2994459.2994466,Proceedings of the 6th Workshop on Security and Privacy in Smartphones and Mobile Devices,Hannah Quay-de la Vallee; Paige Selby; Shriram Krishnamurthi,proceedings-article,Q04,Crossref
Online Prediction of Battery Electric Vehicle Energy Consumption,2016,10.3390/wevj8010213,https://doi.org/10.3390/wevj8010213,World Electric Vehicle Journal,Jiquan Wang; Igo Besselink; Henk Nijmeijer,journal-article,Q09,Crossref
POSN: A privacy preserving decentralized social network app for mobile devices,2016,10.1109/asonam.2016.7752436,https://doi.org/10.1109/asonam.2016.7752436,2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),Eric Klukovich; Esra Erdin; Mehmet Hadi Gunes,proceedings-article,Q04,Crossref
Predicting Mobile App Privacy Preferences with Psychographics,2016,10.1145/2994620.2994631,https://doi.org/10.1145/2994620.2994631,Proceedings of the 2016 ACM on Workshop on Privacy in the Electronic Society,Andrew McNamara; Akash Verma; Jon Stallings; Jessica Staddon,proceedings-article,Q04,Crossref
PRIVACY PRESERVATION DATA SETS ON CLOUD IN QUASI-IDENTIFIER METHOD,2016,10.21090/ijaerd.030929,https://doi.org/10.21090/ijaerd.030929,International Journal of Advance Engineering and Research Development,,journal-article,Q07,Crossref
Privacy preserving auditing for shared data in cloud,2016,10.1109/cast.2016.7914984,https://doi.org/10.1109/cast.2016.7914984,"2016 International Conference on Computing, Analytics and Security Trends (CAST)",Kalyani B. Ghutugade; G. A. Patil,proceedings-article,Q01,Crossref
Privacy Preserving Data Mining,2016,10.1201/9781315370910-14,https://doi.org/10.1201/9781315370910-14,Data Privacy,,book-chapter,Q08,Crossref
Privacy Preserving Data Mining,2016,10.1201/9781315370910-6,https://doi.org/10.1201/9781315370910-6,Data Privacy,,book-chapter,Q08,Crossref
Privacy Preserving Test Data Manufacturing,2016,10.1201/9781315370910-15,https://doi.org/10.1201/9781315370910-15,Data Privacy,,book-chapter,Q08,Crossref
Privacy Preserving Test Data Manufacturing,2016,10.1201/9781315370910-7,https://doi.org/10.1201/9781315370910-7,Data Privacy,,book-chapter,Q08,Crossref
Privacy Regulations,2016,10.1201/9781315370910-18,https://doi.org/10.1201/9781315370910-18,Data Privacy,,book-chapter,Q08,Crossref
Privacy-sensitive data in connected cars,2016,10.1109/icitst.2016.7856736,https://doi.org/10.1109/icitst.2016.7856736,2016 11th International Conference for Internet Technology and Secured Transactions (ICITST),T. Nawrath; D. Fischer; B. Markscheffel,proceedings-article,Q12,Crossref
Privacy: a matter of democracy. Why democracy needs privacy and data protection,2016,10.1093/idpl/ipw007,https://doi.org/10.1093/idpl/ipw007,International Data Privacy Law,Volker Boehme-Neßler,journal-article,Q08,Crossref
Protecting controlled unclassified information in nonfederal systems and organizations,2016,10.6028/nist.sp.800-171r1,https://doi.org/10.6028/nist.sp.800-171r1,,Ron Ross; Patrick Viscuso; Gary Guissanie; Kelley Dempsey; Mark S. Riddle,report,Q12,OpenAlex
Rapid-prototyping designs for the three-power-source hybrid electric scooter with a fuzzy-control energy management,2016,10.1109/icasi.2016.7539930,https://doi.org/10.1109/icasi.2016.7539930,2016 International Conference on Applied System Innovation (ICASI),Chien-Hsun Wu; Yi-Hsuan Hung; Syuan-Yi Chen,proceedings-article,Q03,Crossref
Research of multiple-instance learning for target recognition and tracking,2016,10.1186/s13639-016-0027-9,https://doi.org/10.1186/s13639-016-0027-9,EURASIP Journal on Embedded Systems,Jiang Qin,journal-article,Q10,Crossref
Session details: Session VIII: App Security &amp; Privacy,2016,10.1145/3257203,https://doi.org/10.1145/3257203,"Proceedings of the 14th Annual International Conference on Mobile Systems, Applications, and Services",Landon Cox,proceedings-article,Q04,Crossref
Simulation of Privacy-Enhancing Technologies in Vehicular Ad-Hoc Networks,2016,,https://opus4.kobv.de/opus4-fau/frontdoor/index/index/docId/6972,"OPUS FAU (Kooperativer Bibliotheksverbund Berlin-Brandenburg (KOBV), on behalf of the Universitätsbibliothek Erlangen-Nürnberg)",David Eckhoff,article,Q09,OpenAlex
Smart Cities Technologies,2016,10.5772/61375,https://doi.org/10.5772/61375,InTech eBooks,Ivan Nunes da Silva; Rogério Andrade Flauzino,book,Q09,OpenAlex
"Software Deployment, Operations, Maintenance, and Disposal",2016,10.1201/b10978-11,https://doi.org/10.1201/b10978-11,Official (ISC)2 Guide to the CSSLP,,book-chapter,Q12,Crossref
Study on privacy setting acceptance of drivers for data utilization on connected cars,2016,10.1109/pst.2016.7906941,https://doi.org/10.1109/pst.2016.7906941,"2016 14th Annual Conference on Privacy, Security and Trust (PST)",Toshiki Endo; Kazunari Nawa; Naonori Kato; Yosuke Murakami,proceedings-article,Q12,Crossref
Template I: Data Source Inventory Matrix,2016,10.1016/b978-0-12-804454-4.15020-8,https://doi.org/10.1016/b978-0-12-804454-4.15020-8,Implementing Digital Forensic Readiness,,book-chapter,Q05,Crossref
The Price of Free: Privacy Leakage in Personalized Mobile In-App Ads,2016,10.14722/ndss.2016.23353,https://doi.org/10.14722/ndss.2016.23353,Proceedings 2016 Network and Distributed System Security Symposium,Wei Meng; Ren Ding; Simon P. Chung; Steven Han; Wenke Lee,proceedings-article,Q04,Crossref
"The relationship between open data initiatives, privacy, and government transparency: a love triangle?",2016,10.1093/idpl/ipv029,https://doi.org/10.1093/idpl/ipv029,International Data Privacy Law,Tanja Jaatinen,journal-article,Q08,Crossref
Towards Efficient Integration of Emerging NVM Technologies in Future Systems.,2016,,http://www.lib.ncsu.edu/resolver/1840.20/34577,NCSU Libraries Repository (North Carolina State University Libraries),Amro Awad,article,Q12,OpenAlex
WITHDRAWN: Crime Prevention Through Environmental Design,2016,10.1016/b978-0-12-802224-5.00012-9,https://doi.org/10.1016/b978-0-12-802224-5.00012-9,Threat Assessment and Risk Analysis,Gregory Allen,book-chapter,Q16,Crossref
Youth Long-Term Unemployment and Its Social Consequences in Italy: ‘In a World That Does Not Belong to Me’,2016,10.1057/978-1-137-50487-6_6,https://doi.org/10.1057/978-1-137-50487-6_6,Experiencing Long-Term Unemployment in Europe,Lara Monticelli; Simone Baglioni; Matteo Bassoli,book-chapter,Q13,Crossref
◾ Side-Channel Attacks and Defenses on Cloud Traffic,2016,10.1201/9781315372112-49,https://doi.org/10.1201/9781315372112-49,Cloud Computing Security,,book-chapter,Q15,Crossref
A Field Study of a Comprehensive Violence Risk Assessment Battery,2015,10.1177/0093854815572252,https://doi.org/10.1177/0093854815572252,Criminal Justice and Behavior,Tess M. S. Neal; Sarah Miller; R. Clayton Shealy,article,Q11,OpenAlex
A robust authentication methodology using physically unclonable functions in DRAM arrays,2015,10.5555/2755753.2755902,http://rave.ohiolink.edu/etdc/view?acc_num=case1595351647711957,OhioLink ETD Center (Ohio Library and Information Network),Maryam S. Hashemian; Bhanu Pratap Singh; Francis Wolff; Daniel Weyer; Steve Clay; C. Papachristou,article,Q12,OpenAlex
A Viability Study of a Lithium Battery Powered Golf Cart,2015,10.5176/2251-3701_3.2.125,https://doi.org/10.5176/2251-3701_3.2.125,GSTF Journal of Engineering Technology,Andrew Larson; J. Eric Dietz,journal-article,Q10,Crossref
Aggregating temporal forensic data across archival digital media,2015,10.1109/digitalheritage.2015.7419531,https://doi.org/10.1109/digitalheritage.2015.7419531,2015 Digital Heritage,Walker Sampson,proceedings-article,Q05,Crossref
Aging of lithium-ion batteries for electric vehicles,2015,10.1016/b978-1-78242-377-5.00014-5,https://doi.org/10.1016/b978-1-78242-377-5.00014-5,Advances in Battery Technologies for Electric Vehicles,M.A. Danzer; V. Liebau; F. Maglia,book-chapter,Q15,Crossref
AppWatcher,2015,10.1145/2766498.2766510,https://doi.org/10.1145/2766498.2766510,Proceedings of the 8th ACM Conference on Security &amp; Privacy in Wireless and Mobile Networks,Zhen Xie; Sencun Zhu,proceedings-article,Q04,Crossref
Are Plug-In Electric Vehicle Driver Preferences an Effective Method for Siting Publicly Accessible Electric Vehicle Supply Equipment?,2015,10.2172/1483585,https://doi.org/10.2172/1483585,,Jim Francfort,report,Q09,Crossref
Availability and quality of mobile health app privacy policies,2015,10.1136/amiajnl-2013-002605,https://doi.org/10.1136/amiajnl-2013-002605,Journal of the American Medical Informatics Association,Ali Sunyaev; Tobias Dehling; Patrick L Taylor; Kenneth D Mandl,journal-article,Q04,Crossref
Batteries for Electric Vehicles,2015,10.1017/cbo9781316090978,https://doi.org/10.1017/cbo9781316090978,,Helena Berg,monograph,Q15,Crossref
Battery control and management,2015,10.1017/cbo9781316090978.010,https://doi.org/10.1017/cbo9781316090978.010,Batteries for Electric Vehicles,,book-chapter,Q15,Crossref
Battery Management System Controls,2015,10.1016/b978-0-12-801456-1.00008-7,https://doi.org/10.1016/b978-0-12-801456-1.00008-7,The Handbook of Lithium-Ion Battery Pack Design,John Warner,book-chapter,Q11,Crossref
"Battery Management System for Electric Drive Vehicles – Modeling, State Estimation and Balancing",2015,10.5772/61609,https://doi.org/10.5772/61609,New Applications of Electric Drives,Jun Xu; Binggang Cao,book-chapter,Q03,Crossref
Battery Management System of Electric Vehicle Based on CAN,2015,10.1109/icitbs.2015.51,https://doi.org/10.1109/icitbs.2015.51,"2015 International Conference on Intelligent Transportation, Big Data and Smart City",Xia Jingjing; Wang Guanghai,proceedings-article,Q11,Crossref
Battery technologies for electric vehicles,2015,10.1017/cbo9781316090978.005,https://doi.org/10.1017/cbo9781316090978.005,Batteries for Electric Vehicles,,book-chapter,Q15,Crossref
Battery usage and degradation,2015,10.1017/cbo9781316090978.011,https://doi.org/10.1017/cbo9781316090978.011,Batteries for Electric Vehicles,,book-chapter,Q15,Crossref
Battery usage in electric vehicles,2015,10.1017/cbo9781316090978.008,https://doi.org/10.1017/cbo9781316090978.008,Batteries for Electric Vehicles,,book-chapter,Q15,Crossref
Caelus: Verifying the Consistency of Cloud Services with Battery-Powered Devices,2015,10.1109/sp.2015.59,https://doi.org/10.1109/sp.2015.59,2015 IEEE Symposium on Security and Privacy,Beom Heyn Kim; David Lie,proceedings-article,Q10,Crossref
Can I see the real me?,2015,10.1016/b978-0-12-800779-2.00008-7,https://doi.org/10.1016/b978-0-12-800779-2.00008-7,Motivation for Learning and Performance,Bobby Hoffman,book-chapter,Q13,Crossref
Cell design,2015,10.1017/cbo9781316090978.007,https://doi.org/10.1017/cbo9781316090978.007,Batteries for Electric Vehicles,,book-chapter,Q15,Crossref
Cloud-enabled technologies and privacy paradigms: Israeli challenges and responses,2015,10.1093/idpl/ipv015,https://doi.org/10.1093/idpl/ipv015,International Data Privacy Law,Arye Schreiber,journal-article,Q08,Crossref
Comparable Measures of Accessibility to Public Transport by the General Transit Feed Specification (GTFS),2015,10.3390/ifou-e007,https://doi.org/10.3390/ifou-e007,Proceedings of 8th Conference of the International Forum on Urbanism (IFoU),Jinjoo Bok; Young Sang Kwon,proceedings-article,Q07,Crossref
Coordination of Mobile Devices : Technology and Standards Scan.,2015,,http://ntlsearch.bts.gov/ntl/md.do?id=60122,Rosa P: A digital library for transportation research (United States Department of Transportation),Thomas Timcho; Eric Plapper; Rachel G. Klein; Christopher Toth; Brandy Kellom; Ken Vaughn,article,Q07,OpenAlex
Cybersecurity Threat Landscape and Future Trends,2015,10.1201/b18335-12,https://doi.org/10.1201/b18335-12,Cybersecurity,,book-chapter,Q02,Crossref
Data management system for Li-Ion Battery Monitoring,2015,10.1109/sibcon.2015.7147319,https://doi.org/10.1109/sibcon.2015.7147319,2015 International Siberian Conference on Control and Communications (SIBCON),N.V. Belov; V.E. Cheremuhin; D.V. Zhmatov; V.P. Gorkin,proceedings-article,Q11,Crossref
Data privacy law and practice in Ethiopia,2015,10.1093/idpl/ipv008,https://doi.org/10.1093/idpl/ipv008,International Data Privacy Law,Kinfe Micheal Yilma,journal-article,Q08,Crossref
Diaper-embedded urinary tract infection monitoring system powered by a urine-powered battery,2015,10.1109/biocas.2015.7348431,https://doi.org/10.1109/biocas.2015.7348431,2015 IEEE Biomedical Circuits and Systems Conference (BioCAS),Weeseong Seo; Wuyang Yu; Tianlin Tan; Jiawei Zhou; Tianshuo Zhang; Babak Ziaie; Byunghoo Jung,proceedings-article,Q10,Crossref
Economic Cost of Cybersecurity,2015,10.1201/b18335-11,https://doi.org/10.1201/b18335-11,Cybersecurity,,book-chapter,Q02,Crossref
Electric road vehicle battery charging systems and infrastructure,2015,10.1016/b978-1-78242-377-5.00017-0,https://doi.org/10.1016/b978-1-78242-377-5.00017-0,Advances in Battery Technologies for Electric Vehicles,B. Lunz; D.U. Sauer,book-chapter,Q09,Crossref
Embedded System Design of a Maximum Power Point Tracking Controller for Traffic Light System Powered by Photovoltaic,2015,10.21535/p6qn9202,https://doi.org/10.21535/p6qn9202,"Journal of Instrumentation, Automation, and Systems",,journal-article,Q10,Crossref
Enhancing communication privacy using trustworthy remote entities,2015,10.5287/ora-nz2m1yk88,,Oxford University Research Archive (ORA) (University of Oxford),Andrew Paverd,dissertation,Q09,OpenAlex
Experiences of using powered wheelchair or powered scooter and accessibility in housings,2015,10.3233/978-1-61499-566-1-1017,https://doi.org/10.3233/978-1-61499-566-1-1017,Studies in Health Technology and Informatics,Pettersson Cecilia; Iwarsson Susanne; M&aring;nsson Lexell Eva,book-chapter,Q10,Crossref
Factors affecting length of stay in forensic hospital setting: need for therapeutic security and course of admission,2015,10.1186/s12888-015-0686-4,https://doi.org/10.1186/s12888-015-0686-4,BMC Psychiatry,Mary Davoren; Orla Byrne; Paul E. O’Connell; Helen O’Neill; Ken O’Reilly; Harry Kennedy,article,Q11,OpenAlex
Foreword,2015,10.1017/cbo9781316090978.001,https://doi.org/10.1017/cbo9781316090978.001,Batteries for Electric Vehicles,Leif Johansson,book-chapter,Q15,Crossref
Further reading,2015,10.1017/cbo9781316090978.013,https://doi.org/10.1017/cbo9781316090978.013,Batteries for Electric Vehicles,,book-chapter,Q15,Crossref
Glossary,2015,10.1017/cbo9781316090978.012,https://doi.org/10.1017/cbo9781316090978.012,Batteries for Electric Vehicles,,other,Q15,Crossref
Improving Healthcare Management System using Efficient Geo-Spatial Data Analysis,2015,10.21275/v4i11.nov151123,https://doi.org/10.21275/v4i11.nov151123,International Journal of Science and Research (IJSR),,journal-article,Q11,Crossref
Indirect Measures in Forensic Contexts,2015,,https://orbilu.uni.lu/handle/10993/17974,Open Repository and Bibliography (University of Luxembourg),Alexander F. Schmidt; Rainer Banse; Roland Imhoff,article,Q11,OpenAlex
