registry_row,country_code,name,location,system_id,website_domain,auto_discovery_domain,supported_versions,authentication_type,auto_discovery_status,auto_discovery_sha256,declared_version,feed_names,has_vehicle_status,vehicle_status_status,vehicle_status_sha256,vehicle_count,vehicle_field_names,has_vehicle_id,has_location_fields,has_last_reported,has_battery_percent,has_range,has_deep_link,vehicle_types_status,vehicle_types_sha256,vehicle_type_count,form_factors,propulsion_types,motorized_declared,fetched_at_utc,error_stage,error_message
1019,NL,Check Technologies,Amstelveen,check_amstelveen,ridecheck.app,api.ridecheck.app,3.0,,200,bd9b19e4a26a270b8b8b99c8c6594a6eda3e76303c1550aea1c357342d56b439,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,79e131616a9c12b8959340ba9d74c9ab7e58f8fe76e0204dd35aa681c4691f66,43,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,56c9fd1406d9c4f124a597c45c23c6e8507585e6bbf0b8982644e025b58e95a7,2,moped,electric,true,2026-07-13T16:00:06.385992+00:00,,
1020,NL,Check Technologies,Amsterdam,check_amsterdam,ridecheck.app,api.ridecheck.app,3.0,,200,90dbc486037dd05e536bdfcd62cb8bfd1cb122a65592b35ac9f30d2387141367,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,7cb0eba1ed76f8d7dcfe03140d2a876e9b8fbc3bd5199a0954a0714acb1e8706,759,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,cb7e02cf01cd993ab5d20c42963dab7f99d5a9cd64ee44b1f6876a90e761a57f,2,moped,electric,true,2026-07-13T16:00:07.090275+00:00,,
1021,NL,Check Technologies,Breda,check_breda,ridecheck.app,api.ridecheck.app,3.0,,200,a7b2713e80beba9e9de79ea03a569855121663a72d6db36a3ac1ed97de8bc2e5,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,9e0831aae8ba096b5d136a6fa8f72096c8c877820db4d553f21c89f70d17c084,486,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,8367f696788bfd226960f2c3e740688681bef2a056424f54dee5331df1090792,2,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:07.165666+00:00,,
1022,NL,Check Technologies,Delft,check_delft,ridecheck.app,api.ridecheck.app,3.0,,200,b26d0ededc7ba4256f2e2f4b579d5ce45c80cd5c7c5616e3e786c9e36460fb76,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,65d06aebc7fac71e35411b044aefaaba0b6bffaac73026ad865f2322254c1fcd,154,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,4fbfb24b1076541e70209745ed72816ab57207580ee9f0c41931c21e19788684,1,moped,electric,true,2026-07-13T16:00:07.251837+00:00,,
1023,NL,Check Technologies,Den Bosch,check_denbosch,ridecheck.app,api.ridecheck.app,3.0,,200,eb8f1b5a31a683236a3e6d5e02a6db8e54fd124daf78b743a1310833ea3dfa7e,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:07.725847+00:00,,
1024,NL,Check Technologies,Den Haag,check_denhaag,ridecheck.app,api.ridecheck.app,3.0,,200,53541cb631f374ee0cd411da390f116f2c836ecfb01b0003b6cf65e27e31a93d,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,2e84907bcda7bf0b17cd43193108cd6336f4518118f565785f42c2a282afcca9,541,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,cd40067a448cf5805d8c6c3d9572ff93eb87e608ba5a23c629b56b97778861e2,2,moped,electric,true,2026-07-13T16:00:07.757082+00:00,,
1025,NL,Check Technologies,Diemen,check_diemen,ridecheck.app,api.ridecheck.app,3.0,,200,f82b42fd91a1838d0adba91b3510802a89c05c4f5725fbb45009ed3ac099f3ba,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,976530cac58e64dfea57ce04ffc7a8f7d49b6419df71752331498f671a2ce173,10,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,49f8eacb1f379b274b0f81626693de2a53924eab7386e6f329d1d68a1ff374a1,2,moped,electric,true,2026-07-13T16:00:07.854022+00:00,,
1026,NL,Check Technologies,Eindhoven,check_eindhoven,ridecheck.app,api.ridecheck.app,3.0,,200,eb8f1b5a31a683236a3e6d5e02a6db8e54fd124daf78b743a1310833ea3dfa7e,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:08.232192+00:00,,
1027,NL,Check Technologies,Groningen,check_groningen,ridecheck.app,api.ridecheck.app,3.0,,200,c8abb76567aa154683d344a3bfc5457e789c6dd6c0b2f94f0a99a46e95a7b20a,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,9f528028ba5b217c9645cc76a2dd70d7cfed38f7f14330f52f71e99904864ae0,376,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,66a09968c4aa36fa3a778f11831321c1cd31ffedc95cc3092ae0215a47a812fc,1,moped,electric,true,2026-07-13T16:00:08.237258+00:00,,
1028,NL,Check Technologies,Haarlem,check_haarlem,ridecheck.app,api.ridecheck.app,3.0,,200,16cfdbc7e47aecb31c92f98664f82afea674c5f5763f2df67e03a24db45c9f0d,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,ff836b5d5bbb3b97bc907de214cabac7ff24e920cfd3cc83d9f0208bde4c3b44,92,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,5602b08e89404f6448b757e54ded199a53e1d587191e79e07507c35c3462b78c,2,moped,electric,true,2026-07-13T16:00:08.714737+00:00,,
1029,NL,Check Technologies,Hilversum,check_hilversum,ridecheck.app,api.ridecheck.app,3.0,,200,994759edb5485338796b6eba76d1ed9edbed409c4c904e8c094bb97c00b77ec5,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,1f8d524dc942586e1a15b7f05f921eb314fb1d33ecfb13f053c6ff358a4c194b,86,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,a3dc1430a158803be4dd8b2e73386292ce7f7de5bdedf2de3a380d4f92e29518,1,moped,electric,true,2026-07-13T16:00:08.898414+00:00,,
1030,NL,Check Technologies,Lansingerland,check_lansingerland,ridecheck.app,api.ridecheck.app,1.0,,200,eb8f1b5a31a683236a3e6d5e02a6db8e54fd124daf78b743a1310833ea3dfa7e,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:08.907659+00:00,,
1031,NL,Check Technologies,Leeuwarden,check_leeuwarden,ridecheck.app,api.ridecheck.app,3.0,,200,00ab73ab30427502519d8b04e1d1e9bde4fe406a55585cff49142148de1ede9c,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,5d71c4798abd0584a314ff355a1bf30c08efdd221f5424cdd75346f9f2bae1ee,214,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,8d7a393662bf6a3207cecfa57e01b5f9bbc7a1f07f491c5e612d1d90ff909431,1,moped,electric,true,2026-07-13T16:00:08.919415+00:00,,
1032,NL,Check Technologies,Nijmegen,check_nijmegen,ridecheck.app,api.ridecheck.app,1.0,,200,eb8f1b5a31a683236a3e6d5e02a6db8e54fd124daf78b743a1310833ea3dfa7e,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:09.039851+00:00,,
1033,NL,Check Technologies,Rijswijk,check_rijswijk,ridecheck.app,api.ridecheck.app,3.0,,200,cfd3494ba0b6cd2de59546a8e1ed83f178e379f85318ebf1718fdd44f2cfa542,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,8aa27ba0707515abf39aaefa7ef73ea19083817cc6c1f861969321cddc1c08d7,37,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,221d2cd9c7c0a38a4a3f230d4a9295130bcfa24107e1ae594063d20d91683f86,1,moped,electric,true,2026-07-13T16:00:09.307931+00:00,,
1034,NL,Check Technologies,Rotterdam,check_rotterdam,ridecheck.app,api.ridecheck.app,3.0,,200,9ca8affc9ea4f733f3da7a146926699c99be997f72e93673824038ea50c47d45,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,84d7cf7ffec80902491da63b7cdb308579ce88d06d84e4d022f8888aeda7a4db,1770,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,6743e607132d0cd30e227cce682483ad1b0fc1fe203623d86177e7424db30c8b,3,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:09.384072+00:00,,
1035,NL,Check Technologies,Schiedam,check_schiedam,ridecheck.app,api.ridecheck.app,3.0,,200,9c30cb79952813fd9c202be7191958c49116d4c81379d574223b50eac0f54d1a,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,870be8ef35d764551feb23333e8cda4fb638e2ee74f3b03d9535760dd7ce5abf,192,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,508fb727f739b25ebbbbac2f0de9f67eda516dc8d04e12f91ba9eb06f7aa8c66,4,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:09.520800+00:00,,
1036,NL,Check Technologies,Tilburg,check_tilburg,ridecheck.app,api.ridecheck.app,3.0,,200,99fb90308337c52a346f31e3f57d39685f609ebb4864fe723914aa1a2c918bbf,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,83e4c8dcb7a7f95cef1f86498fb7859e50ab9987fc56f43d7705c9c36102b254,373,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,c4c6e50e31cf2e03f8db446e60c30d5e19a54c6f0c8261e50887837aa168b731,2,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:09.599948+00:00,,
1037,NL,Check Technologies,Vlaardingen,check_vlaardingen,ridecheck.app,api.ridecheck.app,3.0,,200,eb8f1b5a31a683236a3e6d5e02a6db8e54fd124daf78b743a1310833ea3dfa7e,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:09.983486+00:00,,
1038,NL,Check Technologies,Zaandam,check_zaandam,ridecheck.app,api.ridecheck.app,3.0,,200,0d46167d9adca761ec0353eae816219b7da77810bbd4e2c1fe2e21c04733732b,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,241f962d60b359b95c3f47e7b10adad73c2492f19f8cf77afd8c21e7f33d3b5c,15,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,5eedc2010ed8eccffa0f9e9523e4b2b781a3fb5bc948d126c0a861ddced2dd69,2,moped,electric,true,2026-07-13T16:00:10.344769+00:00,,
1039,NL,Check Technologies,Zwolle,check_zwolle,ridecheck.app,api.ridecheck.app,1.0,,200,eb8f1b5a31a683236a3e6d5e02a6db8e54fd124daf78b743a1310833ea3dfa7e,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:10.451315+00:00,,
1040,NL,Check Voorburg,Voorburg,check_voorburg,ridecheck.app,api.ridecheck.app,3.0,,200,da22786c8710dbff41b1b35557d90d1b4e43e1e35e274752eb08bd896344eb7c,3.0,geofencing_zones;system_information;vehicle_status;vehicle_types,true,200,eaff0fccb0554ba9b3666bf43815094ade730172edcd53bdae1b562f549153d2,48,current_range_meters;is_disabled;is_reserved;lat;lon;vehicle_id;vehicle_type_id,true,true,false,false,true,false,200,35dfff8f53339d4e824a24f7b04d8708bc6ff9e27cfc1768f1cfd9ecdfaa58c6,1,moped,electric,true,2026-07-13T16:00:10.510598+00:00,,
1041,NL,Cykl,Wageningen,CKL,cykl.nl,cykl.nl,1.0,,200,a018f6fa75e7b0d9e1193743ba1dbaa35a2cca2dc4193543bd2adb93c07ff04f,2.1,free_bike_status;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,242b8f8e6a14eefabd285020294265321b43a7cee65f343c7cbdf409a9890110,28,bike_id;is_disabled;is_reserved;lat;lon;vehicle_type_id,true,true,false,false,false,false,200,1c42dfb8f59e4b58061237974cf1567c5540b2f1a5f0bed8ae6a9eeb87e2854d,1,bicycle,human,false,2026-07-13T16:00:10.513630+00:00,,
1042,NL,Donkey Republic Amsterdam,Amsterdam,donkey_am,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,8871a0ba2c8fe5b40908ba9344fa17fe530523caa422bc0a36b574692b2ed412,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,84f901623306d3c4593805534588bc3b1d2932c5118312cc8c774616beef4e74,145,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,1c99b3fda1e13d4afb80b625213475e0772fcf755af319f83e904c8884854837,1,bicycle,human,false,2026-07-13T16:00:10.760899+00:00,,
1043,NL,Donkey Republic Den Haag,Den Haag,donkey_den_haag,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,d88965f1658ef3a9a59dc65234e11345c283bd5f81be0dbe4c74bb2e6e9e0d59,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,48490677b22d055c0e121eed432bde18fae0bc1d7f942311e7a94fffd0bdaae2,820,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,e7999c0ab1ff9aba87c288fa35991714c31b70d6cb86f8e21d7469bb4ee800ac,1,bicycle,human,false,2026-07-13T16:00:10.923527+00:00,,
1044,NL,Donkey Republic Dordrecht,Dordrecht,donkey_dordrecht,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,68c7524df1b36d611fd18ab870a5dc03ab71296e6d5cbff5855ad1ff76be4c71,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,dcb9a7573221cc8b9b6a7f7cb9acf66dfed20f22355e99d9d5cf004766d6822e,473,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,03b1c6729c750ef61c3593390ad48f0a4d600d0364f6fd69362bb967fe0cc64a,1,bicycle,human,false,2026-07-13T16:00:11.102403+00:00,,
1045,NL,Donkey Republic Gorinchem,Gorinchem,donkey_gorinchem,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,a60267f4c163bfd7328e318eda072be06bef0819765bfa4312fe6feadc8f8920,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,8305ba9711d34df72695cabb5872af832c5f1a72fead588459ecffc32ca0e612,474,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,b34a5d3a3bd70b3caedab2178481a9e2b0687cb89a9d1aaa187f1e5b175396bb,1,bicycle,human,false,2026-07-13T16:00:11.337534+00:00,,
1046,NL,Donkey Republic Katwijk,Katwijk,donkey_katwijk,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,1d5e6056240c118ee06378199df440b628d9c00a684c4d6b97b9107cc560701b,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,f17f73861737fdd1db2abf5444ccaa2ad2f4c8c8b3d1c6b83a0edecf960c1a1b,394,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,5059d664540cef96e3375adef7992810273596d0f37ee39b28fa19e3fc6bbcbc,1,bicycle,human,false,2026-07-13T16:00:11.526174+00:00,,
1047,NL,Donkey Republic Qbuzz,Dordrecht,donkey_qbuzz,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,d4025320491bc00a2a83a3628b225e859b6f4aadea06a6414c60a1f3dd2f8d3f,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,35570e8bb5367586e70b8f39ed09d0f7b3eabba0523543189057f410e94f1b03,473,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,7e6b15e21cd3fd319530d9a29bee114f0dc6588af20108789dc19454ca7bf60f,1,bicycle,human,false,2026-07-13T16:00:11.785852+00:00,,
1048,NL,Donkey Republic Rivierenland,Rivierenland,donkey_rivierenland,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,ea2a1ba13ac2b00f5615ee9ccbb7abd2a1a1c09496f4918f6ff67f00c469593c,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,a663732e4afb066140cae469d351e6e67e01b1ffc24afcd7a7edce20fb1cdbd8,29,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,9479a781189271dc0be834947a36ac6457e39ad954bcb4a2a1b960c96cb57e64,1,bicycle,human,false,2026-07-13T16:00:11.944686+00:00,,
1049,NL,Donkey Republic Rotterdam,Rotterdam,donkey_rt,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,18b1f7b68cab84f7e3de51385bdee273455d1f61df8d7e8f52c1540053c7e5ae,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,361a919c6d01bb1df8646f2b69e20bca235a16066cdff9bc3254ba07ab395093,0,,false,false,false,false,false,false,200,c9cfdda261720d22f2d308466d608d41da5cde2e40adde5b32a896c1b53ed87c,1,bicycle,human,false,2026-07-13T16:00:11.984287+00:00,,
1050,NL,Donkey Republic Rotterdam/Den Haag,Rotterdam/Den Haag,donkey_rotterdam_den_haag,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,8a5c6fbf9680e27f7a050f354b95b76183669761ea0521edf2264a63ca5472f8,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,f60da959fe3213c4e37077231b5389ddf1d1a851b1dd62872303704e7a805f5e,0,,false,false,false,false,false,false,200,f83d2be0cda5adde3b19e0c8e8ae8cea76a6542bb556ba92545f37976776a493,1,bicycle,human,false,2026-07-13T16:00:12.444344+00:00,,
1051,NL,Donkey Republic Utrecht,Utrecht,donkey_ut,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,e7a47f8a153bfdae6df26d6befe37cddb3cbf059154fae233c3dd8ed99b1742c,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,54937ae2d3f1dcf7d3c3cdae8b9585775ee8771718007e6f12cc753b1ca367b7,0,,false,false,false,false,false,false,200,093dd5b362746504ec2e5b0407678d48948836e2d15d4f240532b20a0acdd785,1,bicycle,human,false,2026-07-13T16:00:12.794366+00:00,,
1052,NL,Donkey Republic Utrechtse Heuvelrug,Utrechtse Heuvelrug,donkey_utrechtse_heuvelrug,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,d2123407022852c2b6608879badc47704b2f16f2aafd21fa112b993377ce93ac,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,aee7556ff8c703899394af25c4e3c72d2f3ca8dcea11f061fb92dbfcb5f1571c,0,,false,false,false,false,false,false,200,6ed4d8563c885c6c9e318fa53a8cbfe23cd4300156c40dea9ebb907cb91a101d,0,,,false,2026-07-13T16:00:12.972253+00:00,,
1053,NL,Dott Eindhoven,Eindhoven,dott-eindhoven,ridedott.com,gbfs.api.ridedott.com,2.3,,200,503242447f76a084d15dd9b9bf5756e6150132474ac05ee0326b985fa81d782a,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,4f231074e89f3509e13c4fc8a61f54929c2082e133b5e5321ae2796091d24cdc,1597,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,e26209da2d51c397aafb5cf754fee3ea0547ecfb8561aa6de1ca4b993527684d,2,bicycle,electric_assist;human,true,2026-07-13T16:00:13.063994+00:00,,
1054,NL,Dott Groningen,Groningen,dott-groningen,ridedott.com,gbfs.api.ridedott.com,2.3,,200,56831fe42cf65752d37f8f2d190f91276fb2c3ae381556d303f478c21ea2dfa7,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,e8c62148453a1d03a1f296ba687f1577b97b71da80537800989f576b9e129dd5,362,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,3d5475c63d295e025d16713d9befa984ab4f7a52c29004a20660e4f1721f4067,1,bicycle,electric_assist,true,2026-07-13T16:00:13.213839+00:00,,
1055,NL,Dott Utrecht,Utrecht,dott-utrecht,ridedott.com,gbfs.api.ridedott.com,2.3,,200,39a40282b957a9990cdadd8c93b5cc2200dbdf92668facd110576a80e029ad6d,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f34397d408893ba236bda6b94f822aa00b4bcb3afc37323686ef56a764726df5,783,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,04d9f61808ef3f7cbb754f4eec922764a5f54790f78ddffd66433298a4a79c05,1,scooter,electric,true,2026-07-13T16:00:13.221622+00:00,,
1056,NL,Dott Veldhoven,Veldhoven,dott-veldhoven,ridedott.com,gbfs.api.ridedott.com,2.3,,200,8a816357d98b0e2dcb51b1f701b38979fe1548f1491d26752a18e1868b8a2131,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,823bba27ab5048d7cf69997acdf250f3ee027172c6c9f4471535782760e3a165,72,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,1749287f6a4f9b637500b6d9ba21ce27342a0d108d95d0719591d14c4d37e394,1,bicycle,electric_assist,true,2026-07-13T16:00:13.319265+00:00,,
1057,NL,Felyx Amsterdam,Amsterdam,cooltra_amsterdam,cooltra.com,maas.zeus.cooltra.com,3.0,,200,b9ddf73c766fe59b5afe40ca998a0112dbcf088abff0aeb37a27b9dff272a647,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,90c898ce33173504941b0bac08492ec7a92000bce052c358c6444a6f2142ce46,825,current_range_meters;is_disabled;is_reserved;last_reported;last_updated;lat;lon;pricing_plan_id;system_id;vehicle_id;vehicle_type_id,true,true,true,false,true,false,200,d768c470903bcee79c85f72518cbf817a78db9a2630e25bf14a5264982e99c18,5,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:13.590915+00:00,,
1058,NL,Felyx Arnhem,Arnhem,cooltra_arnhem,cooltra.com,maas.zeus.cooltra.com,3.0,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:13.712811+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 410: Gone
1059,NL,Felyx Breda,Breda,cooltra_breda,cooltra.com,maas.zeus.cooltra.com,3.0,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:13.981421+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 410: Gone
1060,NL,Felyx Delft,Delft,cooltra_delft,cooltra.com,maas.zeus.cooltra.com,3.0,,200,f6dd01d7010aac5d6a8943c15e87c7c6432f03b29fc23020ce8ac3ea23cd507c,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,60a844fdde5de3dc9d8749bb4be61b10790b1bfe2844da1a0264ec6d4ae11c68,88,current_range_meters;is_disabled;is_reserved;last_reported;last_updated;lat;lon;pricing_plan_id;system_id;vehicle_id;vehicle_type_id,true,true,true,false,true,false,200,d768c470903bcee79c85f72518cbf817a78db9a2630e25bf14a5264982e99c18,5,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:14.049128+00:00,,
1061,NL,Felyx Den Bosch,Den Bosch,cooltra_den_bosch,cooltra.com,maas.zeus.cooltra.com,3.0,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:14.141806+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 410: Gone
1062,NL,Felyx Eindhoven,Eindhoven,cooltra_eindhoven,cooltra.com,maas.zeus.cooltra.com,3.0,,200,224911ad16b49fb2aaa067520ad9fce3b5e7418cc351f85eb60f29ab5a753e48,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,a2fb31400e75a7baf1cc9d0c5978302f72fdaa41a472048fe1a91c877d9c0b44,303,current_range_meters;is_disabled;is_reserved;last_reported;last_updated;lat;lon;pricing_plan_id;system_id;vehicle_id;vehicle_type_id,true,true,true,false,true,false,200,d768c470903bcee79c85f72518cbf817a78db9a2630e25bf14a5264982e99c18,5,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:14.213511+00:00,,
1063,NL,Felyx Enschede,Enschede,cooltra_enschede,cooltra.com,maas.zeus.cooltra.com,3.0,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:14.236249+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 410: Gone
1064,NL,Felyx Groningen,Groningen,cooltra_groningen,cooltra.com,maas.zeus.cooltra.com,3.0,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T16:00:14.451005+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 410: Gone
1065,NL,Felyx Haarlem,Haarlem,cooltra_haarlem,cooltra.com,maas.zeus.cooltra.com,3.0,,200,94c4bbe237eb02516d1861ec4cc3a8eb875d8b08209c61e19fcbabe2cfbfe3e1,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,1c523ddda29d863c7c91653780e71a7c8402c773692dcc653399befaae7d90cf,136,current_range_meters;is_disabled;is_reserved;last_reported;last_updated;lat;lon;pricing_plan_id;system_id;vehicle_id;vehicle_type_id,true,true,true,false,true,false,200,d768c470903bcee79c85f72518cbf817a78db9a2630e25bf14a5264982e99c18,5,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:14.848900+00:00,,
1066,NL,Felyx Nijmegen,Nijmegen,cooltra_nijmegen,cooltra.com,maas.zeus.cooltra.com,3.0,,200,60d12b2b483cf03e26c523c9d9ea51311c4443aee176127306ca7b65eebe9662,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,051de28a72523d642a3a4d100cba22c4aa419de075fe2358e91af9f948cb3e7d,265,current_range_meters;is_disabled;is_reserved;last_reported;last_updated;lat;lon;pricing_plan_id;system_id;vehicle_id;vehicle_type_id,true,true,true,false,true,false,200,d768c470903bcee79c85f72518cbf817a78db9a2630e25bf14a5264982e99c18,5,bicycle;moped,electric;electric_assist,true,2026-07-13T16:00:14.992770+00:00,,
